texte,domaine,severite,impact,cible,friction
Nuage chimique à côté de nous !,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Pouvez-vous aider avec le nuage chimique ?,RISQUES ENVIRONNEMENTAUX,3,2,2,MANQUE_IDENTIFIANT
Casque respiratoire !,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Le nuage chimique est pernicieux !,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Il y a un nuage chimique ! Urgent ?,RISQUES ENVIRONNEMENTAUX,3,2,2,MANQUE_IDENTIFIANT
SDF hypothermie,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
Il y a un feu dans la cuisine !,POMPIER,4,1,0,MANQUE_LIEU
"Feu dans la cuisine, vite !",POMPIER,4,1,0,MANQUE_LIEU
"La cuisine est en feu, aidez-moi !",POMPIER,4,1,0,MANQUE_LIEU
Aide immédiate,MÉDICAL,4,1,0,MANQUE_LIEU
Malade inconscient,MÉDICAL,3,2,4,MANQUE_LIEU
Saignement profond,MÉDICAL,2,1,0,MANQUE_LIEU
Appel police,MÉDICAL,3,2,4,MANQUE_LIEU
Suivez-moi,MÉDICAL,1,1,0,MANQUE_CONTEXTE
Patient hypothermie critique.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Patient hypothermie nécessite intervention.,ASSISTANCE SOCIALE,3,2,0,MANQUE_LIEU
"Patient hypothermie, veuillez aider rapidement.",ASSISTANCE SOCIALE,3,2,0,MANQUE_LIEU
"Patient hypothermie, urgence médicale.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Patient hypothermie, aide immédiate requise.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Enfant asthmatique pleure.,MÉDICAL,4,1,0,MANQUE_LIEU
Aide urgently besoin.,MÉDICAL,3,2,4,MANQUE_CONTEXTE
Enfant suffoque!,MÉDICAL,4,1,0,MANQUE_LIEU
Enfant en pleine crise d'asthme.,MÉDICAL,4,1,0,MANQUE_LIEU
D'accueil,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Voix coupée,DIGITAL SUPPORT,3,2,2,MANQUE_CONTEXTE
Connexion mauvaise,DIGITAL SUPPORT,2,3,4,MANQUE_LIEU
Rappelez-moi,DIGITAL SUPPORT,1,1,0,MANQUE_LIEU
Je suis ici,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Appel médical,MÉDICAL,2,3,4,MANQUE_IDENTIFIANT
Urgence médicale,MÉDICAL,4,1,0,MANQUE_LIEU
"Troll urbaine, police !",POLICE,3,2,4,MANQUE_CONTEXTE
Ma pizza est froide ! Police ?,POLICE,1,3,0,MANQUE_LIEU
"Ongle cassé, aide !",POLICE,2,1,0,MANQUE_CONTEXTE
Sirene ! Troll urbaine.,POLICE,4,3,2,COMPLET
Je chie mon pantalon !,POLICE,1,4,0,MANQUE_LIEU
Problème route bloquée,SERVICES URBAINS,3,2,4,MANQUE_CONTEXTE
Ongle cassé urgent,SERVICES URBAINS,1,1,0,MANQUE_LIEU
Pizza froide à domicile,SERVICES URBAINS,2,3,2,MANQUE_CONTEXTE
Problème dans le sous-sol,SERVICES URBAINS,4,3,4,MANQUE_LIEU
Panne de voitures bloquées,SERVICES URBAINS,2,1,4,MANQUE_CONTEXTE
Accident à l'autoroute ! Urgent!,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
Roule en vitesse !,TRANSPORT & MOBILITÉ,3,1,0,MANQUE_CONTEXTE
J'arrive trop tard !,TRANSPORT & MOBILITÉ,2,3,4,MANQUE_LIEU
Pile de pneus!,TRANSPORT & MOBILITÉ,3,2,2,MANQUE_LIEU
Fuite d'huile !,TRANSPORT & MOBILITÉ,4,3,4,MANQUE_LIEU
TGV bloqué ? Ou blague ?,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Ma TGV bloque ! Aidez-moi vite !,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_CONTEXTE
Ongle cassé. Pas de TGV.,TRANSPORT & MOBILITÉ,1,1,0,MANQUE_LIEU
Pizza froide. Quelle TGV ?,TRANSPORT & MOBILITÉ,2,1,0,MANQUE_CONTEXTE
TGV bloqué ? Répondez vite !,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_CONTEXTE
Arrêtez maltraiter animaux!,ANIMALIER,4,1,0,MANQUE_LIEU
Protegez les animaux!,ANIMALIER,3,2,4,MANQUE_CONTEXTE
Maltraitance flagrante en cours!,ANIMALIER,3,2,4,MANQUE_LIEU
Appel aux secours animaux!,ANIMALIER,4,1,0,MANQUE_LIEU
Alerte animalière immédiate!,ANIMALIER,3,2,4,MANQUE_CONTEXTE
Rixe urbaine suspectée.,POLICE,3,2,0,MANQUE_LIEU
"Évitez cette zone, rixe en cours.",POLICE,2,1,4,MANQUE_LIEU
"Rixe urbaine, situation contrôlée.",POLICE,3,2,0,MANQUE_LIEU
"Rixe urbaine éclatante, évitez-le.",POLICE,3,2,0,MANQUE_LIEU
"Rixe urbaine, surveillance en cours.",POLICE,2,1,4,MANQUE_LIEU
Feux tricolores HS,SERVICES URBAINS,1,1,0,COMPLET
"Oui, je suis perdu.",ANIMALIER,4,1,0,MANQUE_LIEU
Mon chien a disparu!,ANIMALIER,3,2,4,MANQUE_IDENTIFIANT
J'ai trouvé un ours dans mon jardin!,ANIMALIER,3,2,4,MANQUE_IDENTIFIANT
Ma chèvre a échappé!,ANIMALIER,3,2,4,MANQUE_IDENTIFIANT
Une bête sauvage menace la zone!,ANIMALIER,4,1,0,MANQUE_LIEU
Infarctus suspecté à gauche.,MÉDICAL,4,1,0,MANQUE_LIEU
Perte de conscience chez patient.,MÉDICAL,3,2,2,MANQUE_CONTEXTE
Patient inconscient à l'hôpital.,MÉDICAL,4,3,4,MANQUE_LIEU
Appel de témoin pour infarctus.,MÉDICAL,2,1,0,MANQUE_LIEU
"Patient en souffrance, appeler medecin.",MÉDICAL,3,2,2,MANQUE_CONTEXTE
Je veux savoir l'heure.,NON_URGENT,1,1,0,MANQUE_LIEU
Quel temps fait-il aujourd'hui ?,NON_URGENT,1,1,0,MANQUE_LIEU
Est-ce que c'est l'heure de mon dîner ?,NON_URGENT,1,1,0,MANQUE_LIEU
Pouvez-vous me dire ce qu'il fait en dehors ?,NON_URGENT,1,1,0,MANQUE_LIEU
Le temps est-il beau ? On peut sortir ?,NON_URGENT,1,1,0,MANQUE_LIEU
Égout débordant à la rue Elm.,SERVICES URBAINS,3,2,4,MANQUE_CONTEXTE
Overflow étrange à l'intersection Main St.,SERVICES URBAINS,2,1,0,MANQUE_LIEU
Problème d'égout à la rue Oak.,SERVICES URBAINS,4,2,4,MANQUE_CONTEXTE
Débordement de l'égout à la place Central.,SERVICES URBAINS,3,1,0,MANQUE_LIEU
Problème d'égout à l'avenue Maple.,SERVICES URBAINS,2,1,0,MANQUE_LIEU
Asthme critique,MÉDICAL,4,1,0,MANQUE_LIEU
Patient en crise d'asthme,MÉDICAL,4,2,0,MANQUE_LIEU
Patient hypoxémie critique,MÉDICAL,3,1,0,MANQUE_LIEU
Veuillez localiser le patient rapidement,MÉDICAL,1,2,0,MANQUE_LIEU
J'ai besoin de savoir l'heure !,NON_URGENT,1,1,0,MANQUE_CONTEXTE
Quelle est la température aujourd'hui ?,NON_URGENT,1,1,0,MANQUE_CONTEXTE
Pouvez-vous me donner l'heure ?,NON_URGENT,1,1,0,MANQUE_CONTEXTE
"La météo, s'il vous plaît !",NON_URGENT,1,1,0,MANQUE_CONTEXTE
J'aimerais savoir si il pleut aujourd'hui.,NON_URGENT,1,1,0,MANQUE_CONTEXTE
Ma voiture a écrabouillé une camionnette.,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Mon véhicule est coincé entre deux voitures.,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Une voiture s'est arrêtée derrière moi.,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Mon camion a écrabouillé une voiture.,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Je suis coincé entre deux camions.,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Couper la hanche, urgence",MÉDICAL,3,1,0,MANQUE_LIEU
"Coupure poitrine, aider",MÉDICAL,2,1,0,MANQUE_LIEU
"Coupure bras, besoin aide",MÉDICAL,3,1,0,MANQUE_LIEU
"Coupure jambe, aide rapidement",MÉDICAL,4,1,0,MANQUE_LIEU
Dangereux sur la route,POLICE,4,1,0,MANQUE_LIEU
Individu agressif,POLICE,3,2,2,MANQUE_CONTEXTE
Personne égaré,POLICE,2,1,0,MANQUE_LIEU
Trouvé une personne en danger,POLICE,3,2,2,MANQUE_CONTEXTE
Suivez cette personne,POLICE,4,1,0,MANQUE_LIEU
DNS server inactive. Fix ASAP.,DIGITAL SUPPORT,3,2,0,MANQUE_CONTEXTE
DNS server down. Fix it!,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Serveur DNS offline. Activate.,DIGITAL SUPPORT,3,2,0,MANQUE_CONTEXTE
"Mon train est perdu, saute!",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Train déraille aide-moi vite!,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Mon train ne va pas! Urgent!,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Comment fait la météo aujourd'hui?,NON_URGENT,1,1,0,MANQUE_LIEU
"Je suis perdu, quel est le temps?",NON_URGENT,2,1,0,MANQUE_LIEU
Pylône tombe!,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_CONTEXTE
Arret immediat!,ÉNERGIE & INFRASTRUCTURES,4,2,0,MANQUE_LIEU
Trouvez le pylône!,ÉNERGIE & INFRASTRUCTURES,3,1,0,MANQUE_LIEU
C'est grave!,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_CONTEXTE
Arret tout!,ÉNERGIE & INFRASTRUCTURES,4,2,0,MANQUE_LIEU
Ça chante,ANIMALIER,3,2,2,COMPLET
Arrêtez le TGV !,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Le TGV est bloqué ?,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_CONTEXTE
Aidez-moi !,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Ralentissez le train.,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_CONTEXTE
Coulée de boue detectée. Coordonnez équipe.,RISQUES ENVIRONNEMENTAUX,3,2,0,MANQUE_LIEU
Localisez source de pollution.,RISQUES ENVIRONNEMENTAUX,3,2,0,MANQUE_LIEU
Initiez évacuation zone touchée.,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
Controlez étendue de la coulée.,RISQUES ENVIRONNEMENTAUX,3,2,0,MANQUE_LIEU
Prenez mesures d'urgence.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Au feu,POMPIER,4,1,0,MANQUE_LIEU
Vite police,POMPIER,3,2,4,MANQUE_IDENTIFIANT
Ça saigne,POMPIER,2,1,0,MANQUE_SYMPTOMES
À l'aide,POMPIER,4,1,0,MANQUE_LIEU
Trou béant route !,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Accident routier, aidez !",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Route en panne, personne ?",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Data fuite!,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"Moi perdu, aide!",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Données disparues!,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Securité internet?,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
J'ai un menace de suicide sur le pont !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Boum boum, pont en panne !",ASSISTANCE SOCIALE,3,2,2,MANQUE_LIEU
"Aidez-moi, on va mourir ici !",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Le pont est tombé ! Urgent!,ASSISTANCE SOCIALE,4,2,2,MANQUE_LIEU
"Boum ! Le pont est cassé, aidez-moi!",ASSISTANCE SOCIALE,4,2,2,MANQUE_LIEU
Suivez-an,ANIMALIER,2,1,4,COMPLET
Pylône électrique effondré! Urgent!,ÉNERGIE & INFRASTRUCTURES,4,2,4,MANQUE_CONTEXTE
Alerte! Pylône électrique tombé!,ÉNERGIE & INFRASTRUCTURES,3,1,0,MANQUE_LIEU
Problème avec le pylône électrique!,ÉNERGIE & INFRASTRUCTURES,2,1,0,MANQUE_LIEU
Accident avec un pylône électrique!,ÉNERGIE & INFRASTRUCTURES,3,2,4,MANQUE_CONTEXTE
Pylône électrique en panne!,ÉNERGIE & INFRASTRUCTURES,2,1,0,MANQUE_LIEU
Intervention armée requise,POLICE,4,2,4,MANQUE_LIEU
Agression détectée dans quartier,POLICE,3,1,0,MANQUE_CONTEXTE
Arme trouvée près de rue,POLICE,2,4,4,MANQUE_LIEU
Personne blessée au quartier central,POLICE,3,2,4,MANQUE_LIEU
Appel à l'aide pour agression armée,POLICE,4,3,4,MANQUE_LIEU
Incendie chimique !,RISQUES ENVIRONNEMENTAUX,4,2,0,MANQUE_LIEU
Chute de poudre chimique !,RISQUES ENVIRONNEMENTAUX,3,2,0,MANQUE_LIEU
Explosion nuage chimique !,RISQUES ENVIRONNEMENTAUX,4,3,0,MANQUE_LIEU
Contamination atmosphérique !,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
Échappement gaz chimique !,RISQUES ENVIRONNEMENTAUX,3,2,0,MANQUE_LIEU
Attaque ransomware détectée.,CYBERSÉCURITÉ,4,2,0,MANQUE_LIEU
Victime d'attaque ransomware.,CYBERSÉCURITÉ,3,2,0,MANQUE_LIEU
Ransomware infectant le système.,CYBERSÉCURITÉ,3,2,0,MANQUE_LIEU
Attaque ransomware sur la machine.,CYBERSÉCURITÉ,4,2,0,MANQUE_LIEU
Ransomware active sur le réseau.,CYBERSÉCURITÉ,3,2,0,MANQUE_LIEU
Individu rôdant dangereusement!,POLICE,4,1,0,MANQUE_LIEU
Personne paniquée dans le quartier!,POLICE,3,1,0,MANQUE_LIEU
Alerte: Individu suspecte dans la rue!,POLICE,4,1,0,MANQUE_LIEU
Rôdeur dangereux dans notre quartier!,POLICE,3,1,0,MANQUE_LIEU
Individu suspecte actif dans le quartier!,POLICE,4,1,0,MANQUE_LIEU
Petit-enfant! Feu dans la cuisine! Appelle les pompiers!,POMPIER,4,1,0,MANQUE_LIEU
Feu! Urgent! Appelle les pompiers!,POMPIER,4,1,0,MANQUE_LIEU
Pylône effondré ! Aidez-moi.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Électricité coupée ! Urgent!,ÉNERGIE & INFRASTRUCTURES,3,2,4,MANQUE_CONTEXTE
Pylône tombe ! C'est grave.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Aidez! Pylône dégâts !,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône c'est fâcheux ! Urgent!,ÉNERGIE & INFRASTRUCTURES,3,2,4,MANQUE_CONTEXTE
Accident autoroute ? Précisez!,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Vitesse ! Quelle zone ?,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Carambolage ? Où ?,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Accident ! Quelle route ?,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Collision ? Où exactement ?,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Inondation! Mon domicile inondé!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
"Coupure d'eau, aide!",RISQUES ENVIRONNEMENTAUX,3,1,0,MANQUE_LIEU
Sauvons mes photos!,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
Mon GPS cassé!,RISQUES ENVIRONNEMENTAUX,1,1,0,MANQUE_LIEU
Batterie faible!,RISQUES ENVIRONNEMENTAUX,1,1,0,MANQUE_LIEU
Bus tardif! Passez!,NON_URGENT,1,1,0,MANQUE_LIEU
Retard bus? Excusez!,NON_URGENT,1,1,0,MANQUE_LIEU
Bus en retard! Urgent!,NON_URGENT,1,1,0,MANQUE_LIEU
Retard du bus? Excusez-moi.,NON_URGENT,1,1,0,MANQUE_LIEU
Bus retardé! Excusez!,NON_URGENT,1,1,0,MANQUE_LIEU
SERVEUR INTRUDESSE,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"CONNEXION FAIBLE, CODE MANQUANT",CYBERSÉCURITÉ,3,2,2,MANQUE_IDENTIFIANT
"SYMPTEMES SUSPECTS, VERIFIE",CYBERSÉCURITÉ,2,3,4,MANQUE_SYMPTOMES
ERR SECURITE ALEATOIRE,CYBERSÉCURITÉ,1,2,2,MANQUE_MESSAGE_ERREUR
CONTEXTE LIEU MANQUANT,CYBERSÉCURITÉ,3,1,0,MANQUE_CONTEXTE
Serveur hacké !,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Intrusion critique !,CYBERSÉCURITÉ,4,2,2,MANQUE_IDENTIFIANT
Accès non autorisé !,CYBERSÉCURITÉ,3,2,4,MANQUE_CONTEXTE
Fuite de données !,CYBERSÉCURITÉ,3,2,4,MANQUE_LIEU
Fuite de gaz ! Où est la pompe ?,POMPIER,3,2,0,MANQUE_LIEU
Gaz dans le bâtiment! Urgent?,POMPIER,4,2,0,MANQUE_LIEU
Fuite de gaz ! Mon appartement!,POMPIER,3,2,0,MANQUE_LIEU
Gaz dans le couloir! Aide immédiate!,POMPIER,4,2,0,MANQUE_LIEU
Fuite de gaz! Quelle pompe?,POMPIER,3,2,0,MANQUE_LIEU
Arme au bruit de circulation!,POLICE,4,1,0,MANQUE_LIEU
Dégâts à la rue! Arme dehors!,POLICE,4,1,0,MANQUE_LIEU
Arme dans le trottoir! Urgent!,POLICE,4,1,0,MANQUE_LIEU
Arme dans le bus! Alerte immédiate!,POLICE,4,1,0,MANQUE_LIEU
Arme dans le marché! Appel à l'ordre!,POLICE,4,1,0,MANQUE_LIEU
Suicide imminente pont,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Personne en danger sur le pont,ASSISTANCE SOCIALE,3,2,4,MANQUE_CONTEXTE
Suicide imminent pont urgent,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
J'ai bloqué ma TGV. URGENT!,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
TGV arrêté. J'arrive pas.,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
Ma TGV a ralenti. Aidez-moi!,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
TGV bloqué. Vite s'il vous plaît!,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
J'ai perdu ma TGV. Où est-il?,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
Vérifie le manôbrage routeur,SERVICES URBAINS,3,2,0,MANQUE_LIEU
Répare la fuite d'eau sur la voie publique,SERVICES URBAINS,4,2,0,MANQUE_LIEU
Nettoyez la pompe de chaleur du trottoir,SERVICES URBAINS,2,1,0,MANQUE_LIEU
Vérifie l'étanchéité de la poubelle en terre,SERVICES URBAINS,3,2,0,MANQUE_LIEU
Répare la visage de trottoir défaillante,SERVICES URBAINS,4,2,0,MANQUE_LIEU
Train déraillé,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Help needed,TRANSPORT & MOBILITÉ,3,2,2,MANQUE_CONTEXTE
Train en panne,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Passagers en danger,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_CONTEXTE
Urgent,TRANSPORT & MOBILITÉ,3,1,0,MANQUE_LIEU
Commande pizza non requise.,NON_URGENT,1,1,0,MANQUE_LIEU
Annulation commande pizza inappropriée.,NON_URGENT,1,1,0,MANQUE_LIEU
Correction erreur commande pizza non désirée.,NON_URGENT,1,1,0,MANQUE_LIEU
Requête cancellation commande pizza erronée.,NON_URGENT,1,1,0,MANQUE_LIEU
Demande suppression commande pizza fausse.,NON_URGENT,1,1,0,MANQUE_LIEU
Veuillez envoyer aide immédiatement.,SERVICES URBAINS,3,2,0,MANQUE_CONTEXTE
"Trou béant, aide nécessaire.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Route accidentée, aide rapidement.",SERVICES URBAINS,3,2,0,MANQUE_CONTEXTE
"Trou béant route, help urgent.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
J'ai perdu ma clé !,NON_URGENT,1,1,0,MANQUE_LIEU
J'ai faim !,NON_URGENT,1,1,0,MANQUE_LIEU
Je suis perdu !,NON_URGENT,1,1,0,MANQUE_LIEU
Mon ami m'a disparu !,NON_URGENT,1,1,0,MANQUE_LIEU
J'ai froid et je n'ai pas de chaussures !,NON_URGENT,1,1,0,MANQUE_LIEU
Animal sauvage.,ANIMALIER,3,2,4,MANQUE_LIEU
"Police, animal perdu.",ANIMALIER,4,1,0,MANQUE_LIEU
Animal agressif.,ANIMALIER,2,3,2,MANQUE_CONTEXTE
Oiseau blessé.,ANIMALIER,4,1,0,MANQUE_LIEU
Animal sauvage dans le parc.,ANIMALIER,3,2,4,MANQUE_LIEU
Boue noire dans la rue.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Lave-vaisselle sur la route.,RISQUES ENVIRONNEMENTAUX,3,2,0,MANQUE_LIEU
Eau foncière sur les trottoirs.,RISQUES ENVIRONNEMENTAUX,2,3,0,MANQUE_LIEU
Graviers mouillés dans le parc.,RISQUES ENVIRONNEMENTAUX,1,4,0,MANQUE_LIEU
Dégel rapide sur la chaussée.,RISQUES ENVIRONNEMENTAUX,1,1,0,MANQUE_LIEU
Chien dangereux,ANIMALIER,4,1,0,MANQUE_LIEU
Je respire mal.,MÉDICAL,4,1,0,MANQUE_LIEU
Aide ! Je ne peux plus respire.,MÉDICAL,4,1,0,MANQUE_LIEU
"S'il vous plaît, aidez-moi.",MÉDICAL,4,1,0,MANQUE_LIEU
J'ai du mal à respire.,MÉDICAL,4,1,0,MANQUE_LIEU
Nuage chimique - Évitez l'espace!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Alerte nuage chimique - Allez-vous à l'intérieur?,RISQUES ENVIRONNEMENTAUX,3,1,0,MANQUE_LIEU
Quelle zone nuage chimique? Faites un détour!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Nuage chimique - Sortez immédiatement!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Nuage chimique - Trouvez une zone sûre!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Egout à l'adresse 123 Rue Principale débordant.,SERVICES URBAINS,4,1,0,MANQUE_CONTEXTE
Egout sur la rue des Érables à l'intersection avec Rue de la Paix.,SERVICES URBAINS,4,1,0,MANQUE_CONTEXTE
Egout à la rue des Oliviers débordant.,SERVICES URBAINS,4,1,0,MANQUE_CONTEXTE
Egout sur la place des Vignes débordant.,SERVICES URBAINS,4,1,0,MANQUE_CONTEXTE
Alerte gaz !,POMPIER,3,2,4,MANQUE_CONTEXTE
Problème gaz,POMPIER,1,4,2,MANQUE_LIEU
Fuite de gaz ?,POMPIER,3,1,0,MANQUE_CONTEXTE
"Rougeur sur la route, aide !",SERVICES URBAINS,3,2,0,MANQUE_LIEU
"Vélo bloqué, route inondée.",SERVICES URBAINS,4,2,0,MANQUE_LIEU
Plaque de sécurité manquante !,SERVICES URBAINS,3,1,0,MANQUE_LIEU
"Trafic dense, accident !",SERVICES URBAINS,4,3,0,MANQUE_LIEU
Au feu!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Ça saigne.,RISQUES ENVIRONNEMENTAUX,3,2,2,MANQUE_CONTEXTE
À l'aide!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Vite police.,RISQUES ENVIRONNEMENTAUX,3,2,4,MANQUE_LIEU
Casque!,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_CONTEXTE
Coulée de boue!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Boue sur le trottoir!,RISQUES ENVIRONNEMENTAUX,3,1,0,MANQUE_LIEU
Aide immédiate,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_LIEU
Vitesse critique,TRANSPORT & MOBILITÉ,2,3,0,MANQUE_LIEU
Secours nécessaire,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_LIEU
Vérifie localisation chien.,ANIMALIER,4,1,0,MANQUE_LIEU
Contact propriétaire immédiatement.,ANIMALIER,3,2,4,MANQUE_IDENTIFIANT
Arrête mouvement chien.,ANIMALIER,4,1,0,MANQUE_LIEU
Observe comportement attentivement.,ANIMALIER,2,3,4,MANQUE_SYMPTOMES
Transmetz information à l'équipe.,ANIMALIER,1,2,0,MANQUE_CONTEXTE
SDF hypothermie aide,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Hypothermie SDF besoin d'aide,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Pylône électrique effondré à la périphérie de Paris.,ÉNERGIE & INFRASTRUCTURES,4,2,0,MANQUE_LIEU
Réparation urgente du pylône à Saint-Étienne.,ÉNERGIE & INFRASTRUCTURES,3,1,0,MANQUE_LIEU
Pylône électrique cassé à Lyon.,ÉNERGIE & INFRASTRUCTURES,4,3,0,MANQUE_LIEU
Réparation de pylône à Bordeaux.,ÉNERGIE & INFRASTRUCTURES,2,1,0,MANQUE_LIEU
Pylône électrique défaillant à Nantes.,ÉNERGIE & INFRASTRUCTURES,4,2,0,MANQUE_LIEU
Incendie,POLICE,3,2,4,MANQUE_LIEU
"SDF hypothermie, besoin aide",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Hypothermie SDF, où est le secours?",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Pylône éffondré à l'Est.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Effondrement pylône N°3.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône électriquement cassé.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône écrabouillé.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Coupure route,POMPIER,3,2,0,MANQUE_LIEU
Alerte nuage chimique dans secteur A,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Répandre décapante immédiatement,RISQUES ENVIRONNEMENTAUX,3,1,0,MANQUE_LIEU
Secteur C sous alerte,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Fuite chimique dans zone D,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Prendre mesures d'urgence dans zone E,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Aide-moi ! Feu tricolores HS.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Feux tricolores HS ici !,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Feux tricolores HS, aide !",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Feux tricolores HS, quelqu'un ?",SERVICES URBAINS,4,1,0,MANQUE_LIEU
TGV bloqué ?! Ongle cassé !,TRANSPORT & MOBILITÉ,1,1,0,MANQUE_LIEU
"TGV bloqué, où est mon porte-monnaie ?",TRANSPORT & MOBILITÉ,2,3,4,MANQUE_LIEU
"TGV bloqué, pizza froide !",TRANSPORT & MOBILITÉ,3,2,0,MANQUE_CONTEXTE
