texte,label,priorite
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Paris",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - zone industrielle, Bordeaux",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Paris",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Lille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Lille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Marseille",POLICE,HAUTE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - avenue de la République, Lille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Lille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lille",POLICE,BASSE
"Inondation de sous-sol après orage violent - secteur centre, Lille",POMPIER,MOYENNE
"Personne errante et confuse sur l'autoroute - avenue de la République, Paris",POLICE,BASSE
"Véhicule suspect stationné devant une banque - rue de la Paix, Paris",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Marseille",POMPIER,HAUTE
"Différend familial violent avec menaces - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Paris",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - avenue de la République, Bordeaux",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Marseille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - avenue de la République, Paris",POLICE,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Paris",POMPIER,BASSE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Paris",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Paris",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Différend familial violent avec menaces - zone industrielle, Bordeaux",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Lyon",POLICE,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Paris",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - avenue de la République, Lille",POLICE,HAUTE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Différend familial violent avec menaces - secteur centre, Paris",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - secteur centre, Marseille",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - zone industrielle, Marseille",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Marseille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - zone industrielle, Paris",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Paris",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Différend familial violent avec menaces - boulevard Victor Hugo, Lille",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - secteur centre, Bordeaux",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Bordeaux",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - secteur centre, Paris",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Lyon",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Paris",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - rue de la Paix, Lyon",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Bordeaux",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - secteur centre, Lyon",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - avenue de la République, Paris",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Paris",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lyon",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - secteur centre, Paris",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - secteur centre, Paris",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Bordeaux",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Lille",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Lille",POMPIER,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Paris",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Marseille",POLICE,MOYENNE
"Différend familial violent avec menaces - boulevard Victor Hugo, Lille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Paris",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Paris",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Bordeaux",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Lille",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - secteur centre, Lyon",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - secteur centre, Marseille",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Marseille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Marseille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Lille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Différend familial violent avec menaces - avenue de la République, Bordeaux",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Lille",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - avenue de la République, Paris",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Bordeaux",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lyon",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Paris",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Marseille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - rue de la Paix, Lyon",POMPIER,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Lille",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - secteur centre, Marseille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Lille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - avenue de la République, Lyon",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - secteur centre, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Lille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Lille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Lille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - zone industrielle, Lille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - avenue de la République, Lille",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Marseille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Bordeaux",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - avenue de la République, Marseille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Bordeaux",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - secteur centre, Lille",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - rue de la Paix, Paris",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - avenue de la République, Lille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Lyon",POMPIER,MOYENNE
"Agression à main armée signalée sur la voie publique - avenue de la République, Paris",POLICE,HAUTE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Paris",POLICE,HAUTE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Lille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - avenue de la République, Lyon",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Paris",POLICE,BASSE
"Véhicule suspect stationné devant une banque - secteur centre, Marseille",POLICE,BASSE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lille",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - rue de la Paix, Lyon",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Marseille",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - rue de la Paix, Marseille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - zone industrielle, Lille",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Paris",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Marseille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Bordeaux",POLICE,BASSE
"Inondation de sous-sol après orage violent - rue de la Paix, Marseille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Lille",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Paris",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Lyon",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Paris",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Lyon",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Paris",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Marseille",POMPIER,BASSE
"Accident de la route avec personne incarcérée - avenue de la République, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Paris",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - zone industrielle, Marseille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Lille",POMPIER,MOYENNE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - zone industrielle, Lille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Tapage nocturne persistant et cris - rue de la Paix, Marseille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lyon",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Paris",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - secteur centre, Bordeaux",POMPIER,BASSE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Lille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - avenue de la République, Bordeaux",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - zone industrielle, Paris",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Marseille",POMPIER,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Bordeaux",POMPIER,MOYENNE
"Personne errante et confuse sur l'autoroute - secteur centre, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Lille",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - rue de la Paix, Lyon",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Lyon",POMPIER,BASSE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lyon",POMPIER,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Bordeaux",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Marseille",POLICE,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lyon",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Paris",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Bordeaux",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Lyon",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Bordeaux",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Paris",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Bordeaux",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - avenue de la République, Lille",POMPIER,HAUTE
"Différend familial violent avec menaces - secteur centre, Paris",POLICE,MOYENNE
"Tapage nocturne persistant et cris - rue de la Paix, Lyon",POLICE,BASSE
"Manifestation non déclarée avec dégradations - avenue de la République, Marseille",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Accident de la route avec personne incarcérée - rue de la Paix, Marseille",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - secteur centre, Lyon",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - zone industrielle, Paris",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Paris",POMPIER,BASSE
"Tapage nocturne persistant et cris - avenue de la République, Bordeaux",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Paris",POMPIER,MOYENNE
"Manifestation non déclarée avec dégradations - zone industrielle, Marseille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - zone industrielle, Bordeaux",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Lille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Paris",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Paris",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Paris",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - zone industrielle, Lyon",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - zone industrielle, Lille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Lille",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - avenue de la République, Bordeaux",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Lille",POLICE,BASSE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Lille",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Lyon",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Lille",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - secteur centre, Lille",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - secteur centre, Bordeaux",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Marseille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Marseille",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - avenue de la République, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Lille",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - avenue de la République, Paris",POLICE,BASSE
"Différend familial violent avec menaces - zone industrielle, Marseille",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - zone industrielle, Bordeaux",POLICE,HAUTE
"Personne errante et confuse sur l'autoroute - zone industrielle, Bordeaux",POLICE,BASSE
"Accident de la route avec personne incarcérée - avenue de la République, Lille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - secteur centre, Bordeaux",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - secteur centre, Marseille",POLICE,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Paris",POLICE,BASSE
"Accident de la route avec personne incarcérée - rue de la Paix, Paris",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Marseille",POMPIER,BASSE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Lille",POMPIER,MOYENNE
"Manifestation non déclarée avec dégradations - zone industrielle, Lyon",POLICE,MOYENNE
"Différend familial violent avec menaces - rue de la Paix, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Marseille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Marseille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Marseille",POMPIER,BASSE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Lyon",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Marseille",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Paris",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Lyon",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - secteur centre, Paris",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - rue de la Paix, Lyon",POLICE,BASSE
"Véhicule suspect stationné devant une banque - rue de la Paix, Lille",POLICE,BASSE
"Manifestation non déclarée avec dégradations - zone industrielle, Lyon",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Paris",POMPIER,BASSE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Différend familial violent avec menaces - zone industrielle, Marseille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Bordeaux",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Marseille",POLICE,MOYENNE
"Tapage nocturne persistant et cris - avenue de la République, Paris",POLICE,BASSE
"Tapage nocturne persistant et cris - rue de la Paix, Lille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Bordeaux",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Paris",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Bordeaux",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - zone industrielle, Bordeaux",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Paris",POMPIER,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Marseille",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - rue de la Paix, Paris",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Bordeaux",POLICE,HAUTE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Lyon",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - secteur centre, Marseille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - secteur centre, Marseille",POLICE,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lille",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - secteur centre, Lille",POMPIER,BASSE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lyon",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Paris",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - secteur centre, Marseille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Paris",POLICE,BASSE
"Différend familial violent avec menaces - avenue de la République, Paris",POLICE,MOYENNE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Lille",POLICE,BASSE
"Accident de la route avec personne incarcérée - zone industrielle, Lyon",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - secteur centre, Lille",POMPIER,BASSE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Lille",POMPIER,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Paris",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Paris",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lille",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Bordeaux",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Bordeaux",POLICE,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Marseille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Différend familial violent avec menaces - zone industrielle, Lille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Paris",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Paris",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Lille",POMPIER,BASSE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lyon",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Paris",POLICE,BASSE
"Manifestation non déclarée avec dégradations - avenue de la République, Lille",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Marseille",POMPIER,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Lille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - avenue de la République, Marseille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Marseille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - zone industrielle, Marseille",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Paris",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lyon",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Paris",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Paris",POMPIER,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Marseille",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Bordeaux",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - avenue de la République, Lyon",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Marseille",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Lyon",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Lyon",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Lyon",POMPIER,BASSE
"Feu de poubelle se propageant à un véhicule - secteur centre, Paris",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - secteur centre, Lyon",POLICE,HAUTE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Bordeaux",POLICE,BASSE
