texte,domaine,impact,urgence
"Je suis terrorisé, on vient d'enlever un enfant dans une camionnette au bord du lac. Faites vite",POLICE,4,4
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement au tribunal. Ils sont très dangereux",POLICE,2,2
"C'est la panique absolue, on me fait du chantage à la webcam, cyberharcèlement au bord du lac. Faites vite",POLICE,2,2
"C'est la panique absolue, alerte à la bombe, un colis suspect dans la forêt. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque sur l'autoroute. Faites vite",POLICE,4,4
"Mon Dieu, on vient d'enlever un enfant dans une camionnette à l'usine chimique. Ils sont très dangereux",POLICE,4,4
"Faites très attention, on me fait du chantage à la webcam, cyberharcèlement à l'usine chimique. Ils sont très dangereux",POLICE,2,2
"Faites très attention, on vient d'enlever un enfant dans une camionnette à l'école. Envoyez le GIGN",POLICE,4,4
"Faites très attention, alerte à la bombe, un colis suspect à l'usine chimique. Faites vite",POLICE,4,4
"C'est la panique absolue, prise d'otage en cours dans la banque dans le métro ligne 4. Faites vite",POLICE,4,4
"C'est la panique absolue, on vient d'enlever un enfant dans une camionnette au tribunal. Faites vite",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov sur l'autoroute. Faites vite",POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque au bord du lac. Ils sont très dangereux",POLICE,4,4
Urgence vitale ! émeute urbaine avec des cocktails molotov à l'aéroport. Envoyez le GIGN,POLICE,4,4
"C'est la panique absolue, on me fait du chantage à la webcam, cyberharcèlement à l'école. Ils sont très dangereux",POLICE,2,2
"Alerte maximale, prise d'otage en cours dans la banque dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Urgence vitale ! on me fait du chantage à la webcam, cyberharcèlement à l'école. Envoyez le GIGN",POLICE,2,2
Urgence vitale ! on vient d'enlever un enfant dans une camionnette à l'école. Ils sont très dangereux,POLICE,4,4
"Faites très attention, émeute urbaine avec des cocktails molotov à l'aéroport. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, alerte à la bombe, un colis suspect au bord du lac. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, alerte à la bombe, un colis suspect à l'usine chimique. Envoyez le GIGN",POLICE,4,4
"Faites très attention, prise d'otage en cours dans la banque dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Urgence vitale ! on me fait du chantage à la webcam, cyberharcèlement dans la zone industrielle. Faites vite",POLICE,2,2
"C'est la panique absolue, prise d'otage en cours dans la banque à l'école. Envoyez le GIGN",POLICE,4,4
"Faites très attention, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Ils sont très dangereux",POLICE,4,4
Urgence vitale ! un chauffard a écrasé un piéton et a pris la fuite à l'école. Ils sont très dangereux,POLICE,4,4
"Faites très attention, on me fait du chantage à la webcam, cyberharcèlement dans le métro ligne 4. Ils sont très dangereux",POLICE,2,2
"Je suis terrorisé, un chauffard a écrasé un piéton et a pris la fuite au tribunal. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, on vient d'enlever un enfant dans une camionnette dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, prise d'otage en cours dans la banque dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! prise d'otage en cours dans la banque au tribunal. Ils sont très dangereux,POLICE,4,4
Urgence vitale ! on vient d'enlever un enfant dans une camionnette sur l'autoroute. Ils sont très dangereux,POLICE,4,4
Urgence vitale ! un chauffard a écrasé un piéton et a pris la fuite à l'école. Faites vite,POLICE,4,4
"Alerte maximale, alerte à la bombe, un colis suspect au tribunal. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, émeute urbaine avec des cocktails molotov au bord du lac. Faites vite",POLICE,4,4
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement à l'aéroport. Ils sont très dangereux",POLICE,2,2
"Faites très attention, on vient d'enlever un enfant dans une camionnette sur l'autoroute. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite sur l'autoroute. Envoyez le GIGN",POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque à l'école. Envoyez le GIGN",POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque à l'aéroport. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov à l'usine chimique. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
"Faites très attention, on vient d'enlever un enfant dans une camionnette à l'aéroport. Faites vite",POLICE,4,4
"Urgence vitale ! alerte à la bombe, un colis suspect à l'aéroport. Faites vite",POLICE,4,4
"Je suis terrorisé, un chauffard a écrasé un piéton et a pris la fuite au tribunal. Faites vite",POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov dans la forêt. Faites vite",POLICE,4,4
"Faites très attention, émeute urbaine avec des cocktails molotov au tribunal. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov dans la zone industrielle. Faites vite",POLICE,4,4
"Alerte maximale, un chauffard a écrasé un piéton et a pris la fuite à l'école. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, prise d'otage en cours dans la banque à l'école. Faites vite",POLICE,4,4
"Alerte maximale, un chauffard a écrasé un piéton et a pris la fuite à l'aéroport. Envoyez le GIGN",POLICE,4,4
"Faites très attention, émeute urbaine avec des cocktails molotov dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, on vient d'enlever un enfant dans une camionnette à l'aéroport. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement à l'aéroport. Ils sont très dangereux",POLICE,2,2
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement au bord du lac. Faites vite",POLICE,2,2
"Faites très attention, on me fait du chantage à la webcam, cyberharcèlement au bord du lac. Faites vite",POLICE,2,2
"Alerte maximale, prise d'otage en cours dans la banque dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! un chauffard a écrasé un piéton et a pris la fuite au bord du lac. Envoyez le GIGN,POLICE,4,4
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement à l'aéroport. Faites vite",POLICE,2,2
"Faites très attention, on vient d'enlever un enfant dans une camionnette à l'école. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov à l'usine chimique. Ils sont très dangereux",POLICE,4,4
Urgence vitale ! on vient d'enlever un enfant dans une camionnette au bord du lac. Envoyez le GIGN,POLICE,4,4
Urgence vitale ! prise d'otage en cours dans la banque dans la zone industrielle. Envoyez le GIGN,POLICE,4,4
"Urgence vitale ! on me fait du chantage à la webcam, cyberharcèlement à l'école. Faites vite",POLICE,2,2
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement à l'école. Faites vite",POLICE,2,2
"Je suis terrorisé, émeute urbaine avec des cocktails molotov au bord du lac. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, prise d'otage en cours dans la banque dans la forêt. Faites vite",POLICE,4,4
Urgence vitale ! prise d'otage en cours dans la banque dans la forêt. Envoyez le GIGN,POLICE,4,4
"Faites très attention, on vient d'enlever un enfant dans une camionnette au tribunal. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, on vient d'enlever un enfant dans une camionnette au bord du lac. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement dans la zone industrielle. Faites vite",POLICE,2,2
"Mon Dieu, prise d'otage en cours dans la banque à l'aéroport. Faites vite",POLICE,4,4
"Je suis terrorisé, un chauffard a écrasé un piéton et a pris la fuite dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Faites très attention, alerte à la bombe, un colis suspect dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Alerte maximale, émeute urbaine avec des cocktails molotov dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Faites très attention, prise d'otage en cours dans la banque dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque au bord du lac. Faites vite",POLICE,4,4
"Je suis terrorisé, alerte à la bombe, un colis suspect à l'école. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov au tribunal. Ils sont très dangereux",POLICE,4,4
Urgence vitale ! on vient d'enlever un enfant dans une camionnette à l'école. Envoyez le GIGN,POLICE,4,4
"Je suis terrorisé, on vient d'enlever un enfant dans une camionnette au bord du lac. Ils sont très dangereux",POLICE,4,4
"Urgence vitale ! on me fait du chantage à la webcam, cyberharcèlement au tribunal. Envoyez le GIGN",POLICE,2,2
"Alerte maximale, prise d'otage en cours dans la banque dans la forêt. Faites vite",POLICE,4,4
"Mon Dieu, on vient d'enlever un enfant dans une camionnette à l'école. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite au tribunal. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, alerte à la bombe, un colis suspect à l'usine chimique. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, on vient d'enlever un enfant dans une camionnette au tribunal. Envoyez le GIGN",POLICE,4,4
"Faites très attention, un chauffard a écrasé un piéton et a pris la fuite à l'école. Envoyez le GIGN",POLICE,4,4
"Alerte maximale, alerte à la bombe, un colis suspect dans la forêt. Ils sont très dangereux",POLICE,4,4
"Faites très attention, un chauffard a écrasé un piéton et a pris la fuite sur l'autoroute. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, on me fait du chantage à la webcam, cyberharcèlement dans la zone industrielle. Ils sont très dangereux",POLICE,2,2
"C'est la panique absolue, alerte à la bombe, un colis suspect à l'aéroport. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, on vient d'enlever un enfant dans une camionnette dans la forêt. Ils sont très dangereux",POLICE,4,4
"Faites très attention, émeute urbaine avec des cocktails molotov à l'aéroport. Faites vite",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov à l'usine chimique. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, émeute urbaine avec des cocktails molotov dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Faites très attention, émeute urbaine avec des cocktails molotov à l'usine chimique. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, prise d'otage en cours dans la banque à l'aéroport. Faites vite",POLICE,4,4
"Faites très attention, émeute urbaine avec des cocktails molotov sur l'autoroute. Faites vite",POLICE,4,4
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite à l'aéroport. Ils sont très dangereux",POLICE,4,4
"Faites très attention, émeute urbaine avec des cocktails molotov dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Faites très attention, émeute urbaine avec des cocktails molotov au bord du lac. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, on vient d'enlever un enfant dans une camionnette dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, alerte à la bombe, un colis suspect au bord du lac. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, on me fait du chantage à la webcam, cyberharcèlement à l'aéroport. Faites vite",POLICE,2,2
"Mon Dieu, on vient d'enlever un enfant dans une camionnette au tribunal. Ils sont très dangereux",POLICE,4,4
"Faites très attention, alerte à la bombe, un colis suspect à l'usine chimique. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, on vient d'enlever un enfant dans une camionnette à l'aéroport. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! émeute urbaine avec des cocktails molotov à l'école. Envoyez le GIGN,POLICE,4,4
"Mon Dieu, prise d'otage en cours dans la banque au bord du lac. Ils sont très dangereux",POLICE,4,4
"Faites très attention, on me fait du chantage à la webcam, cyberharcèlement à l'aéroport. Faites vite",POLICE,2,2
"C'est la panique absolue, alerte à la bombe, un colis suspect à l'usine chimique. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, alerte à la bombe, un colis suspect dans la forêt. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, émeute urbaine avec des cocktails molotov dans le métro ligne 4. Ils sont très dangereux",POLICE,4,4
"Faites très attention, un chauffard a écrasé un piéton et a pris la fuite dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement à l'usine chimique. Ils sont très dangereux",POLICE,2,2
"Faites très attention, alerte à la bombe, un colis suspect dans la zone industrielle. Faites vite",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov au bord du lac. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! émeute urbaine avec des cocktails molotov dans la forêt. Ils sont très dangereux,POLICE,4,4
"C'est la panique absolue, on vient d'enlever un enfant dans une camionnette au tribunal. Ils sont très dangereux",POLICE,4,4
"Faites très attention, prise d'otage en cours dans la banque au bord du lac. Faites vite",POLICE,4,4
"Alerte maximale, émeute urbaine avec des cocktails molotov sur l'autoroute. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! prise d'otage en cours dans la banque à l'aéroport. Faites vite,POLICE,4,4
"Urgence vitale ! on me fait du chantage à la webcam, cyberharcèlement au tribunal. Ils sont très dangereux",POLICE,2,2
"Alerte maximale, alerte à la bombe, un colis suspect au bord du lac. Faites vite",POLICE,4,4
"Mon Dieu, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Ils sont très dangereux",POLICE,4,4
Urgence vitale ! un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Envoyez le GIGN,POLICE,4,4
Urgence vitale ! émeute urbaine avec des cocktails molotov dans la zone industrielle. Faites vite,POLICE,4,4
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement au tribunal. Envoyez le GIGN",POLICE,2,2
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement à l'école. Faites vite",POLICE,2,2
"Je suis terrorisé, prise d'otage en cours dans la banque au bord du lac. Envoyez le GIGN",POLICE,4,4
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement au tribunal. Faites vite",POLICE,2,2
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement dans le métro ligne 4. Faites vite",POLICE,2,2
"Mon Dieu, on vient d'enlever un enfant dans une camionnette dans le métro ligne 4. Faites vite",POLICE,4,4
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite sur l'autoroute. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov dans la forêt. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement dans la forêt. Envoyez le GIGN",POLICE,2,2
"Alerte maximale, on vient d'enlever un enfant dans une camionnette à l'usine chimique. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov au tribunal. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! un chauffard a écrasé un piéton et a pris la fuite sur l'autoroute. Ils sont très dangereux,POLICE,4,4
"Alerte maximale, un chauffard a écrasé un piéton et a pris la fuite dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Faites très attention, alerte à la bombe, un colis suspect au tribunal. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! émeute urbaine avec des cocktails molotov à l'école. Faites vite,POLICE,4,4
"Faites très attention, on vient d'enlever un enfant dans une camionnette à l'usine chimique. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque dans la zone industrielle. Faites vite",POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov sur l'autoroute. Faites vite",POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov à l'école. Faites vite",POLICE,4,4
"Alerte maximale, on vient d'enlever un enfant dans une camionnette au bord du lac. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, prise d'otage en cours dans la banque à l'usine chimique. Faites vite",POLICE,4,4
"Urgence vitale ! alerte à la bombe, un colis suspect sur l'autoroute. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! émeute urbaine avec des cocktails molotov au tribunal. Faites vite,POLICE,4,4
"Alerte maximale, on vient d'enlever un enfant dans une camionnette au bord du lac. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, on me fait du chantage à la webcam, cyberharcèlement au tribunal. Faites vite",POLICE,2,2
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement dans le métro ligne 4. Envoyez le GIGN",POLICE,2,2
"C'est la panique absolue, prise d'otage en cours dans la banque dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, un chauffard a écrasé un piéton et a pris la fuite dans la zone industrielle. Faites vite",POLICE,4,4
"C'est la panique absolue, on me fait du chantage à la webcam, cyberharcèlement à l'aéroport. Ils sont très dangereux",POLICE,2,2
"Alerte maximale, alerte à la bombe, un colis suspect au tribunal. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, on me fait du chantage à la webcam, cyberharcèlement à l'usine chimique. Faites vite",POLICE,2,2
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement dans le métro ligne 4. Envoyez le GIGN",POLICE,2,2
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite au bord du lac. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, on vient d'enlever un enfant dans une camionnette au tribunal. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Faites vite",POLICE,4,4
"C'est la panique absolue, alerte à la bombe, un colis suspect à l'école. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov à l'école. Faites vite",POLICE,4,4
"Faites très attention, un chauffard a écrasé un piéton et a pris la fuite dans le métro ligne 4. Faites vite",POLICE,4,4
"Alerte maximale, alerte à la bombe, un colis suspect dans la forêt. Envoyez le GIGN",POLICE,4,4
"Urgence vitale ! alerte à la bombe, un colis suspect dans le métro ligne 4. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque à l'école. Faites vite",POLICE,4,4
Urgence vitale ! on vient d'enlever un enfant dans une camionnette sur l'autoroute. Faites vite,POLICE,4,4
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement dans la zone industrielle. Ils sont très dangereux",POLICE,2,2
"Alerte maximale, émeute urbaine avec des cocktails molotov à l'aéroport. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov à l'aéroport. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, émeute urbaine avec des cocktails molotov au tribunal. Faites vite",POLICE,4,4
Urgence vitale ! un chauffard a écrasé un piéton et a pris la fuite dans la zone industrielle. Envoyez le GIGN,POLICE,4,4
Urgence vitale ! on vient d'enlever un enfant dans une camionnette à l'aéroport. Envoyez le GIGN,POLICE,4,4
"Faites très attention, alerte à la bombe, un colis suspect sur l'autoroute. Ils sont très dangereux",POLICE,4,4
"Alerte maximale, un chauffard a écrasé un piéton et a pris la fuite dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, on vient d'enlever un enfant dans une camionnette dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
"Faites très attention, alerte à la bombe, un colis suspect à l'école. Envoyez le GIGN",POLICE,4,4
"Faites très attention, un chauffard a écrasé un piéton et a pris la fuite dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
"Faites très attention, on vient d'enlever un enfant dans une camionnette dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Urgence vitale ! alerte à la bombe, un colis suspect dans le métro ligne 4. Faites vite",POLICE,4,4
"Alerte maximale, un chauffard a écrasé un piéton et a pris la fuite au tribunal. Ils sont très dangereux",POLICE,4,4
"Faites très attention, prise d'otage en cours dans la banque au tribunal. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov à l'usine chimique. Envoyez le GIGN",POLICE,4,4
"Urgence vitale ! alerte à la bombe, un colis suspect au bord du lac. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, on vient d'enlever un enfant dans une camionnette au tribunal. Faites vite",POLICE,4,4
"Je suis terrorisé, prise d'otage en cours dans la banque dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, émeute urbaine avec des cocktails molotov dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Faites très attention, on me fait du chantage à la webcam, cyberharcèlement sur l'autoroute. Envoyez le GIGN",POLICE,2,2
"Faites très attention, on vient d'enlever un enfant dans une camionnette dans la forêt. Envoyez le GIGN",POLICE,4,4
"Alerte maximale, un chauffard a écrasé un piéton et a pris la fuite dans le métro ligne 4. Faites vite",POLICE,4,4
"Alerte maximale, alerte à la bombe, un colis suspect à l'école. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, on me fait du chantage à la webcam, cyberharcèlement sur l'autoroute. Envoyez le GIGN",POLICE,2,2
"Faites très attention, on me fait du chantage à la webcam, cyberharcèlement au tribunal. Envoyez le GIGN",POLICE,2,2
"Urgence vitale ! alerte à la bombe, un colis suspect dans la forêt. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, émeute urbaine avec des cocktails molotov au tribunal. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, on vient d'enlever un enfant dans une camionnette dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Faites très attention, on me fait du chantage à la webcam, cyberharcèlement au tribunal. Ils sont très dangereux",POLICE,2,2
"Alerte maximale, prise d'otage en cours dans la banque dans la forêt. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov au bord du lac. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, on vient d'enlever un enfant dans une camionnette dans le métro ligne 4. Faites vite",POLICE,4,4
"C'est la panique absolue, on vient d'enlever un enfant dans une camionnette à l'école. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, prise d'otage en cours dans la banque sur l'autoroute. Faites vite",POLICE,4,4
"Faites très attention, un chauffard a écrasé un piéton et a pris la fuite à l'aéroport. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Faites vite",POLICE,4,4
"C'est la panique absolue, alerte à la bombe, un colis suspect au tribunal. Envoyez le GIGN",POLICE,4,4
"Alerte maximale, on me fait du chantage à la webcam, cyberharcèlement au tribunal. Ils sont très dangereux",POLICE,2,2
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, émeute urbaine avec des cocktails molotov dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, on vient d'enlever un enfant dans une camionnette au bord du lac. Faites vite",POLICE,4,4
Urgence vitale ! émeute urbaine avec des cocktails molotov à l'usine chimique. Envoyez le GIGN,POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque dans le métro ligne 4. Faites vite",POLICE,4,4
"Alerte maximale, un chauffard a écrasé un piéton et a pris la fuite sur l'autoroute. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, alerte à la bombe, un colis suspect sur l'autoroute. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! un chauffard a écrasé un piéton et a pris la fuite à l'usine chimique. Ils sont très dangereux,POLICE,4,4
"Je suis terrorisé, émeute urbaine avec des cocktails molotov à l'école. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, prise d'otage en cours dans la banque à l'école. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, on me fait du chantage à la webcam, cyberharcèlement sur l'autoroute. Envoyez le GIGN",POLICE,2,2
"Alerte maximale, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Ils sont très dangereux",POLICE,4,4
"Faites très attention, prise d'otage en cours dans la banque sur l'autoroute. Faites vite",POLICE,4,4
"Je suis terrorisé, on me fait du chantage à la webcam, cyberharcèlement au bord du lac. Envoyez le GIGN",POLICE,2,2
"C'est la panique absolue, émeute urbaine avec des cocktails molotov sur l'autoroute. Envoyez le GIGN",POLICE,4,4
"Faites très attention, on vient d'enlever un enfant dans une camionnette dans le métro ligne 4. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, alerte à la bombe, un colis suspect à l'école. Ils sont très dangereux",POLICE,4,4
Urgence vitale ! émeute urbaine avec des cocktails molotov à l'usine chimique. Ils sont très dangereux,POLICE,4,4
"Mon Dieu, on vient d'enlever un enfant dans une camionnette à l'usine chimique. Faites vite",POLICE,4,4
"C'est la panique absolue, alerte à la bombe, un colis suspect au bord du lac. Faites vite",POLICE,4,4
"Alerte maximale, prise d'otage en cours dans la banque à l'aéroport. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, on vient d'enlever un enfant dans une camionnette à l'aéroport. Faites vite",POLICE,4,4
"Faites très attention, on vient d'enlever un enfant dans une camionnette au bord du lac. Faites vite",POLICE,4,4
"C'est la panique absolue, alerte à la bombe, un colis suspect dans le métro ligne 4. Ils sont très dangereux",POLICE,4,4
"Je suis terrorisé, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Envoyez le GIGN",POLICE,4,4
"Alerte maximale, alerte à la bombe, un colis suspect dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, émeute urbaine avec des cocktails molotov dans la zone industrielle. Ils sont très dangereux",POLICE,4,4
"Mon Dieu, on vient d'enlever un enfant dans une camionnette au bord du lac. Ils sont très dangereux",POLICE,4,4
"Faites très attention, alerte à la bombe, un colis suspect à l'école. Faites vite",POLICE,4,4
"Je suis terrorisé, alerte à la bombe, un colis suspect dans la zone industrielle. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, alerte à la bombe, un colis suspect dans la forêt. Envoyez le GIGN",POLICE,4,4
"C'est la panique absolue, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Ils sont très dangereux",POLICE,4,4
"Urgence vitale ! on me fait du chantage à la webcam, cyberharcèlement à l'aéroport. Envoyez le GIGN",POLICE,2,2
"Mon Dieu, on vient d'enlever un enfant dans une camionnette sur l'autoroute. Faites vite",POLICE,4,4
"Mon Dieu, alerte à la bombe, un colis suspect au bord du lac. Envoyez le GIGN",POLICE,4,4
"Mon Dieu, prise d'otage en cours dans la banque au bord du lac. Envoyez le GIGN",POLICE,4,4
Urgence vitale ! prise d'otage en cours dans la banque au bord du lac. Faites vite,POLICE,4,4
"Faites très attention, on vient d'enlever un enfant dans une camionnette au tribunal. Faites vite",POLICE,4,4
Urgence vitale ! un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Faites vite,POLICE,4,4
"C'est la panique absolue, émeute urbaine avec des cocktails molotov dans le métro ligne 4. Faites vite",POLICE,4,4
"Je suis terrorisé, un chauffard a écrasé un piéton et a pris la fuite dans le métro ligne 4. Faites vite",POLICE,4,4
Urgence vitale ! prise d'otage en cours dans la banque à l'école. Ils sont très dangereux,POLICE,4,4
"Je suis terrorisé, prise d'otage en cours dans la banque à l'usine chimique. Ils sont très dangereux",POLICE,4,4
"C'est la panique absolue, on vient d'enlever un enfant dans une camionnette au tribunal. Envoyez le GIGN",POLICE,4,4
"Faites très attention, prise d'otage en cours dans la banque dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
"Je suis terrorisé, un chauffard a écrasé un piéton et a pris la fuite dans la forêt. Ils sont très dangereux",POLICE,4,4
"Faites très attention, on vient d'enlever un enfant dans une camionnette dans la forêt. Faites vite",POLICE,4,4
"Alerte maximale, on vient d'enlever un enfant dans une camionnette dans le métro ligne 4. Envoyez le GIGN",POLICE,4,4
