ticket_fr,domaine_cible
Engourdissement périodique dans le bras gauche accompagné de courtes douleurs thoraciques et de manque d'air. Toutes les conditions vont et viennent. Que se passe-t-il?,MÉDICAL
Engourdissement périodique dans le bras gauche accompagné de courtes douleurs thoraciques et de manque d'air. Toutes les conditions vont et viennent. Que se passe-t-il?,MÉDICAL
Règles il y a plus de 4 jours. Mais les règles ressemblent à des picotements et à des crampes maintenant.  Rien de majeur. Est-ce que c'est une cause de VPH que j'ai ? Est-ce que ça provoque de la douleur ? CIN1 aussi,MÉDICAL
Règles il y a plus de 4 jours. Mais les règles ressemblent à des picotements et à des crampes maintenant.  Rien de majeur. Est-ce que c'est une cause de VPH que j'ai ? Est-ce que ça provoque de la douleur ? CIN1 aussi,MÉDICAL
"S'il vous plaît, aidez-moi avec la fibromyalgie, le syndrome de stress post-traumatique bipolaire et l'anxiété élevée ?",MÉDICAL
"S'il vous plaît, aidez-moi avec la fibromyalgie, le syndrome de stress post-traumatique bipolaire et l'anxiété élevée ?",MÉDICAL
"Pompes : les heures ou la pression artérielle doivent-elles chuter en premier ? pour moi, les heures chutent rapidement mais le cou palpite toujours très fort, alors est-ce dangereux d'avoir des heures faibles et une pression artérielle élevée ?",MÉDICAL
"Pompes : les heures ou la pression artérielle doivent-elles chuter en premier ? pour moi, les heures chutent rapidement mais le cou palpite toujours très fort, alors est-ce dangereux d'avoir des heures faibles et une pression artérielle élevée ?",MÉDICAL
Effet secondaire de la prolixine (fluphénazine) ?,MÉDICAL
Effet secondaire de la prolixine (fluphénazine) ?,MÉDICAL
Sclérose tuboreuse. Quelle assurance couvre le traitement au laser des angiofibromes ? Quels sont les meilleurs traitements pour les angiofibromes ? Le traitement au laser est inefficace.,MÉDICAL
Sclérose tuboreuse. Quelle assurance couvre le traitement au laser des angiofibromes ? Quels sont les meilleurs traitements pour les angiofibromes ? Le traitement au laser est inefficace.,MÉDICAL
Quelles sont les contre-indications du lasik ?,MÉDICAL
Quelles sont les contre-indications du lasik ?,MÉDICAL
Quels sont les principaux signes d’une infection à staphylocoques ?,MÉDICAL
Quels sont les principaux signes d’une infection à staphylocoques ?,MÉDICAL
Qu’est-ce qui peut causer le cancer sous l’œil ?,MÉDICAL
Qu’est-ce qui peut causer le cancer sous l’œil ?,MÉDICAL
Que puis-je faire en cas de luxation de la mâchoire ?,MÉDICAL
Que puis-je faire en cas de luxation de la mâchoire ?,MÉDICAL
Quelles sont les causes des calculs rénaux ?  Est-ce dans les gènes ou dans l'alimentation,MÉDICAL
Quelles sont les causes des calculs rénaux ?  Est-ce dans les gènes ou dans l'alimentation,MÉDICAL
Que signifie avoir un faible ts4 ?,MÉDICAL
Que signifie avoir un faible ts4 ?,MÉDICAL
Qu'est-ce que cela signifie quand tout sent et a le même goût,MÉDICAL
Qu'est-ce que cela signifie quand tout sent et a le même goût,MÉDICAL
"Que se passe-t-il si je me tends les ischio-jambiers mais que je peux toujours marcher ? Quelque chose a définitivement éclaté dans mes ischio-jambiers mais je peux toujours marcher, je suis un joueur de hockey.",MÉDICAL
"Que se passe-t-il si je me tends les ischio-jambiers mais que je peux toujours marcher ? Quelque chose a définitivement éclaté dans mes ischio-jambiers mais je peux toujours marcher, je suis un joueur de hockey.",MÉDICAL
Quel est un bon site pour trouver des réponses aux problèmes dentaires ? Ada ou c'est juste une ligne de fête ?,MÉDICAL
Quel est un bon site pour trouver des réponses aux problèmes dentaires ? Ada ou c'est juste une ligne de fête ?,MÉDICAL
Que se passe-t-il si vous avez des taches sur vos jambes qui ressemblent à des taches de foie mais qui sont noires ?,MÉDICAL
Que se passe-t-il si vous avez des taches sur vos jambes qui ressemblent à des taches de foie mais qui sont noires ?,MÉDICAL
Quelle est la cause des maux de dos ? Abaissez le côté droit jusqu’au milieu. Vraiment dérangeant. Rien ne change dans le style de vie. Vous ressentez également une gêne abdominale basse,MÉDICAL
Quelle est la cause des maux de dos ? Abaissez le côté droit jusqu’au milieu. Vraiment dérangeant. Rien ne change dans le style de vie. Vous ressentez également une gêne abdominale basse,MÉDICAL
Quelle est la définition ou la description de : Vaccin contre la maladie de Lyme ?,MÉDICAL
Quelle est la définition ou la description de : Vaccin contre la maladie de Lyme ?,MÉDICAL
Quelle est la température corporelle normale d’un homme ?,MÉDICAL
Quelle est la température corporelle normale d’un homme ?,MÉDICAL
A quoi sert le médicament lovenox (énoxaparine) ?,MÉDICAL
A quoi sert le médicament lovenox (énoxaparine) ?,MÉDICAL
Que dois-je considérer avant de me procurer un dispositif intra-utérin ?,MÉDICAL
Que dois-je considérer avant de me procurer un dispositif intra-utérin ?,MÉDICAL
"Que faire si j'ai des calculs dans mes deux reins, dont un de 7 mm. Si je laisse les pierres tranquilles, le feront-elles ?",MÉDICAL
"Que faire si j'ai des calculs dans mes deux reins, dont un de 7 mm. Si je laisse les pierres tranquilles, le feront-elles ?",MÉDICAL
Que faire si je commence à avoir le problème du « cou de dinde ». Connaissez-vous des exercices de flexion qui pourraient m'aider ?,MÉDICAL
Que faire si je commence à avoir le problème du « cou de dinde ». Connaissez-vous des exercices de flexion qui pourraient m'aider ?,MÉDICAL
Quel virus provoque un gonflement du cerveau ?,MÉDICAL
Quel virus provoque un gonflement du cerveau ?,MÉDICAL
"Quand je regarde ma petite amie, des gros mots/insultes me viennent à l’esprit et je dois les remplacer par de bons. Il y a souvent des mots dans mon esprit. Est-ce que ça peut être un TOC ?",MÉDICAL
"Quand je regarde ma petite amie, des gros mots/insultes me viennent à l’esprit et je dois les remplacer par de bons. Il y a souvent des mots dans mon esprit. Est-ce que ça peut être un TOC ?",MÉDICAL
"Quand dois-je consulter un médecin en cas de fièvre de mon tout-petit ? Il a été autour de 103 toute la journée et a culminé à 103,7. Aucun autre symptôme.",MÉDICAL
"Quand dois-je consulter un médecin en cas de fièvre de mon tout-petit ? Il a été autour de 103 toute la journée et a culminé à 103,7. Aucun autre symptôme.",MÉDICAL
Quand faut-il envisager de subir une arthroscopie du genou ?,MÉDICAL
Quand faut-il envisager de subir une arthroscopie du genou ?,MÉDICAL
"Lorsque vous perdez du poids, quand est-ce que cela se stabilise ?",MÉDICAL
"Lorsque vous perdez du poids, quand est-ce que cela se stabilise ?",MÉDICAL
Quelles sont les meilleures machines et exercices contre la cellulite sur les fesses et les cuisses ?,MÉDICAL
Quelles sont les meilleures machines et exercices contre la cellulite sur les fesses et les cuisses ?,MÉDICAL
Pourquoi ai-je un poumon effondré après une chirurgie cardiaque ?,MÉDICAL
Pourquoi ai-je un poumon effondré après une chirurgie cardiaque ?,MÉDICAL
Pourquoi mes lèvres pèlent-elles toujours ?  Que dois-je utiliser comme bonne crème hydratante ?  La vaseline et le carmax ne fonctionnent pas (bien sûr).,MÉDICAL
Pourquoi mes lèvres pèlent-elles toujours ?  Que dois-je utiliser comme bonne crème hydratante ?  La vaseline et le carmax ne fonctionnent pas (bien sûr).,MÉDICAL
Pourquoi mes oreilles « éclatent » lorsque je fais de la musculation ?,MÉDICAL
Pourquoi mes oreilles « éclatent » lorsque je fais de la musculation ?,MÉDICAL
"Souhaitez-vous tester une leucémie avec 15 leucocytes chroniques, un faible hématocrite, une satiété précoce, une fatigue, une faiblesse musculaire et un malaise¿ Négatif pour les « suspects habituels » ?",MÉDICAL
"Souhaitez-vous tester une leucémie avec 15 leucocytes chroniques, un faible hématocrite, une satiété précoce, une fatigue, une faiblesse musculaire et un malaise¿ Négatif pour les « suspects habituels » ?",MÉDICAL
"Hier, environ 8 semaines de grossesse ont eu des saignements vaginaux comme de petites règles pendant 1 heure, puis il n'y avait que des taches brun clair et un caillot de sang. Sentez-vous bien. Une erreur ?",MÉDICAL
"Hier, environ 8 semaines de grossesse ont eu des saignements vaginaux comme de petites règles pendant 1 heure, puis il n'y avait que des taches brun clair et un caillot de sang. Sentez-vous bien. Une erreur ?",MÉDICAL
"Après une hystérectomie, commencez-vous immédiatement la ménopause ?",MÉDICAL
"Après une hystérectomie, commencez-vous immédiatement la ménopause ?",MÉDICAL
"Après un accident de voiture, ma jambe et mon pied sont engourdis et j'ai mal au genou. Est-ce grave ?",MÉDICAL
"Après un accident de voiture, ma jambe et mon pied sont engourdis et j'ai mal au genou. Est-ce grave ?",MÉDICAL
"Après une septorhinoplastie (presque 4 semaines après l'opération), comment savoir si une bosse dorsale résiduelle gonfle ou non ? Est-ce que le Dr sait vraiment",MÉDICAL
"Après une septorhinoplastie (presque 4 semaines après l'opération), comment savoir si une bosse dorsale résiduelle gonfle ou non ? Est-ce que le Dr sait vraiment",MÉDICAL
"Avez-vous des conseils pour que mes cheveux arrêtent de tomber et commencent à pousser à cause du stress ? J'ai passé un gros test début juin, à cause du stress.",MÉDICAL
"Avez-vous des conseils pour que mes cheveux arrêtent de tomber et commencent à pousser à cause du stress ? J'ai passé un gros test début juin, à cause du stress.",MÉDICAL
"Un patient atteint de BPCO recevait 12,5 mcg de fentanyl. Le médecin généraliste double cette dose à 25 mcg. Le patient est décédé deux semaines plus tard. Y a-t-il une corrélation ?",MÉDICAL
"Un patient atteint de BPCO recevait 12,5 mcg de fentanyl. Le médecin généraliste double cette dose à 25 mcg. Le patient est décédé deux semaines plus tard. Y a-t-il une corrélation ?",MÉDICAL
L’appareil dentaire est-il considéré comme un produit cosmétique ?,MÉDICAL
L’appareil dentaire est-il considéré comme un produit cosmétique ?,MÉDICAL
Les intolérances alimentaires comme le msg et l'oignon sont-elles permanentes ?,MÉDICAL
Les intolérances alimentaires comme le msg et l'oignon sont-elles permanentes ?,MÉDICAL
L'acier chirurgical et la qualité chirurgicale sont-ils en fait la même chose ?,MÉDICAL
L'acier chirurgical et la qualité chirurgicale sont-ils en fait la même chose ?,MÉDICAL
Existe-t-il des remèdes maison rapides contre les légers maux de ventre et les maux de tête ?,MÉDICAL
Existe-t-il des remèdes maison rapides contre les légers maux de ventre et les maux de tête ?,MÉDICAL
Y a-t-il des effets secondaires dont je devrais m'inquiéter si mon fils de 9 ans utilise du lait de magnésie (hydroxyde de magnésium) comme déodorant ?,MÉDICAL
Y a-t-il des effets secondaires dont je devrais m'inquiéter si mon fils de 9 ans utilise du lait de magnésie (hydroxyde de magnésium) comme déodorant ?,MÉDICAL
"Oreilles bouchées, nez qui coule et gorge sèche, symptômes du rhume des foins ou d'un rhume ?",MÉDICAL
"Oreilles bouchées, nez qui coule et gorge sèche, symptômes du rhume des foins ou d'un rhume ?",MÉDICAL
"Sang dans les urines, douleur au flanc. Pas de brûlure, fréquence. Polypes vésicaux ou calculs rénaux ?",MÉDICAL
"Sang dans les urines, douleur au flanc. Pas de brûlure, fréquence. Polypes vésicaux ou calculs rénaux ?",MÉDICAL
La dermatite de contact peut-elle provoquer une coupure du vagin ?,MÉDICAL
La dermatite de contact peut-elle provoquer une coupure du vagin ?,MÉDICAL
"Les scellants dentaires peuvent-ils être retirés en toute sécurité s’ils présentent des caries sans utiliser de perceuse ? Si oui, comment cela se fera-t-il ?",MÉDICAL
"Les scellants dentaires peuvent-ils être retirés en toute sécurité s’ils présentent des caries sans utiliser de perceuse ? Si oui, comment cela se fera-t-il ?",MÉDICAL
Manger vite peut-il vraiment faire grossir ?,MÉDICAL
Manger vite peut-il vraiment faire grossir ?,MÉDICAL
Le syndrome du colon peut-il se calmer la nuit puis réapparaître le jour ?,MÉDICAL
Le syndrome du colon peut-il se calmer la nuit puis réapparaître le jour ?,MÉDICAL
La tuberculose peut-elle provoquer une hématurie microscopique ? Je tousse depuis plus de 3 semaines et une hématurie microscopique,MÉDICAL
La tuberculose peut-elle provoquer une hématurie microscopique ? Je tousse depuis plus de 3 semaines et une hématurie microscopique,MÉDICAL
"Pourriez-vous me dire si mon pouce est bleu, enflé et que je ne peux pas le bouger, cela signifie qu'il est fissuré ?",MÉDICAL
"Pourriez-vous me dire si mon pouce est bleu, enflé et que je ne peux pas le bouger, cela signifie qu'il est fissuré ?",MÉDICAL
Pourriez-vous me dire ce que sont les lésions mélanocytaires ?,MÉDICAL
Pourriez-vous me dire ce que sont les lésions mélanocytaires ?,MÉDICAL
"Jour 2 avec une sensation de tendresse, de ballonnement et de meurtrissure, j'ai mal quand je me lève, bouge, ris ou m'assois. région abdominale/pelvienne inférieure. aucun utérus n'a été retiré il y a 1 an.",MÉDICAL
"Jour 2 avec une sensation de tendresse, de ballonnement et de meurtrissure, j'ai mal quand je me lève, bouge, ris ou m'assois. région abdominale/pelvienne inférieure. aucun utérus n'a été retiré il y a 1 an.",MÉDICAL
La diverticulite provoque-t-elle des maux de dos ?,MÉDICAL
La diverticulite provoque-t-elle des maux de dos ?,MÉDICAL
Quelqu'un connaît-il les niveaux d'hCG associés à une grossesse molaire partielle ?,MÉDICAL
Quelqu'un connaît-il les niveaux d'hCG associés à une grossesse molaire partielle ?,MÉDICAL
L'affaissement de la bouche apparaît-il rapidement ou lentement ?,MÉDICAL
L'affaissement de la bouche apparaît-il rapidement ou lentement ?,MÉDICAL
Le cancer du poumon affecte-t-il toujours les niveaux d’oxygène ?,MÉDICAL
Le cancer du poumon affecte-t-il toujours les niveaux d’oxygène ?,MÉDICAL
Le temps compte-t-il pendant l’ovulation ?,MÉDICAL
Le temps compte-t-il pendant l’ovulation ?,MÉDICAL
Devez-vous prendre des antibiotiques avant l'examen gynécologique si vous avez eu un TKR. Je sais que vous faites cela avant l'examen dentaire. Se demandant?,MÉDICAL
Devez-vous prendre des antibiotiques avant l'examen gynécologique si vous avez eu un TKR. Je sais que vous faites cela avant l'examen dentaire. Se demandant?,MÉDICAL
"Se sentir déprimé, fatigué de la vie, angoissé, quelques troubles du sommeil pendant les journées de travail, une certaine prise de poids et de rares idées suicidaires. Suis-je déprimé ?",MÉDICAL
"Se sentir déprimé, fatigué de la vie, angoissé, quelques troubles du sommeil pendant les journées de travail, une certaine prise de poids et de rares idées suicidaires. Suis-je déprimé ?",MÉDICAL
"Crampes fréquentes et insupportables dans les jambes, quel est le moyen le plus rapide de soulager la douleur ?",MÉDICAL
"Crampes fréquentes et insupportables dans les jambes, quel est le moyen le plus rapide de soulager la douleur ?",MÉDICAL
J'ai eu du prurit pendant 2 semaines. Je suis parti mais maintenant j'ai des douleurs abdominales et au flanc droit. Serait-ce des calculs biliaires ?,MÉDICAL
J'ai eu du prurit pendant 2 semaines. Je suis parti mais maintenant j'ai des douleurs abdominales et au flanc droit. Serait-ce des calculs biliaires ?,MÉDICAL
"Grosses règles coagulantes pendant 2 jours puis 3 jours plus tard, j'ai recommencé à saigner après un rapport sexuel. J'ai ressenti une pression dans l'abdomen, j'ai aussi eu de la fièvre ?",MÉDICAL
"Grosses règles coagulantes pendant 2 jours puis 3 jours plus tard, j'ai recommencé à saigner après un rapport sexuel. J'ai ressenti une pression dans l'abdomen, j'ai aussi eu de la fièvre ?",MÉDICAL
"Bonjour docteur, je ressens des engourdissements et des vertiges au niveau des cheveux et des douleurs au cou, aidez-moi s'il vous plaît ?",MÉDICAL
"Bonjour docteur, je ressens des engourdissements et des vertiges au niveau des cheveux et des douleurs au cou, aidez-moi s'il vous plaît ?",MÉDICAL
Bonjour monsieur! J'ai des boutons de couleur de peau sur les lèvres de mon vagin ! Est-ce que ça pose un problème ? J'ai vraiment peur !,MÉDICAL
Bonjour monsieur! J'ai des boutons de couleur de peau sur les lèvres de mon vagin ! Est-ce que ça pose un problème ? J'ai vraiment peur !,MÉDICAL
"Quelle est la précision des mesures du bébé par les médecins pour déterminer les semaines de bébé, la date d'accouchement, la conception, l'ovulation, etc.",MÉDICAL
"Quelle est la précision des mesures du bébé par les médecins pour déterminer les semaines de bébé, la date d'accouchement, la conception, l'ovulation, etc.",MÉDICAL
À quel point l’huile d’olive est-elle mauvaise dans votre alimentation ?,MÉDICAL
À quel point l’huile d’olive est-elle mauvaise dans votre alimentation ?,MÉDICAL
Comment une ébullition semble-t-elle tendre ?,MÉDICAL
Comment une ébullition semble-t-elle tendre ?,MÉDICAL
Comment la sténose mitrale affecte-t-elle le cœur ?,MÉDICAL
Comment la sténose mitrale affecte-t-elle le cœur ?,MÉDICAL
"Comment fonctionne qcarbo16, je vois des gens l'utiliser pour passer un test de dépistage de drogue, eh bien, ce n'est pas pour ça que je l'ai apporté, j'ai besoin de nettoyer mon corps, comment ça marche, merci ?",MÉDICAL
"Comment fonctionne qcarbo16, je vois des gens l'utiliser pour passer un test de dépistage de drogue, eh bien, ce n'est pas pour ça que je l'ai apporté, j'ai besoin de nettoyer mon corps, comment ça marche, merci ?",MÉDICAL
Comment votre métabolisme de base est-il impacté par votre dépense énergétique basale ?,MÉDICAL
Comment votre métabolisme de base est-il impacté par votre dépense énergétique basale ?,MÉDICAL
"Combien de temps durent les saignements après le retrait de mirena (lévonorgestrel), ma FA n'est pas avant le 16 avril, j'ai toujours été régulière",MÉDICAL
"Combien de temps durent les saignements après le retrait de mirena (lévonorgestrel), ma FA n'est pas avant le 16 avril, j'ai toujours été régulière",MÉDICAL
Combien de temps dure la douleur liée à une extraction de racine ?,MÉDICAL
Combien de temps dure la douleur liée à une extraction de racine ?,MÉDICAL
À quel point les abdominoplasties (hamamélis) font-elles généralement mal ?,MÉDICAL
À quel point les abdominoplasties (hamamélis) font-elles généralement mal ?,MÉDICAL
Comment savoir si vous avez fait une fausse couche sans avoir de fœtus ?,MÉDICAL
Comment savoir si vous avez fait une fausse couche sans avoir de fœtus ?,MÉDICAL
Comment mesureriez-vous la gravité du pectus excavatum ?,MÉDICAL
Comment mesureriez-vous la gravité du pectus excavatum ?,MÉDICAL
"J'ai 42 ans, je n'ai eu mes règles que 4 fois l'année dernière. J'ai mal au ventre mais rien ne se passe. Avez-vous une idée de la raison pour laquelle cela pourrait se produire ?",MÉDICAL
"J'ai 42 ans, je n'ai eu mes règles que 4 fois l'année dernière. J'ai mal au ventre mais rien ne se passe. Avez-vous une idée de la raison pour laquelle cela pourrait se produire ?",MÉDICAL
"J'ai des maux de tête (améliorés par : le repos, les AINS (ibuprofène, naproxène, etc.)) (délai : apparition progressive) (côté : gauche, droit) (survenu : < 1 h...",MÉDICAL
"J'ai des maux de tête (améliorés par : le repos, les AINS (ibuprofène, naproxène, etc.)) (délai : apparition progressive) (côté : gauche, droit) (survenu : < 1 h...",MÉDICAL
"J'ai des douleurs abdominales modérées à sévères du côté droit. Chaque fois que je fais caca, ça me fait très mal, comme un cheval de Charlie à mes côtés.",MÉDICAL
"J'ai des douleurs abdominales modérées à sévères du côté droit. Chaque fois que je fais caca, ça me fait très mal, comme un cheval de Charlie à mes côtés.",MÉDICAL
"Je me suis penché alors que j'étais assis sur une chaise pour ramasser quelque chose et j'ai eu l'impression que quelque chose avait éclaté et j'ai maintenant une douleur au côté gauche, autour des côtes ?",MÉDICAL
"Je me suis penché alors que j'étais assis sur une chaise pour ramasser quelque chose et j'ai eu l'impression que quelque chose avait éclaté et j'ai maintenant une douleur au côté gauche, autour des côtes ?",MÉDICAL
Je n'ai pas eu mes règles depuis un mois et j'ai maintenant des pertes roses et un test de grossesse négatif et toujours pas de règles. Que se passe-t-il?,MÉDICAL
Je n'ai pas eu mes règles depuis un mois et j'ai maintenant des pertes roses et un test de grossesse négatif et toujours pas de règles. Que se passe-t-il?,MÉDICAL
"Si je suis allergique aux boucles d'oreilles normales, puis-je appliquer une couche de vernis à ongles transparent sur la boucle d'oreille, ou est-ce mauvais ? J'ai lu ceci sur quelques sites Web.",MÉDICAL
"Si je suis allergique aux boucles d'oreilles normales, puis-je appliquer une couche de vernis à ongles transparent sur la boucle d'oreille, ou est-ce mauvais ? J'ai lu ceci sur quelques sites Web.",MÉDICAL
"Si vous avez eu un CBC il y a deux ans et que vous présentez toujours les mêmes symptômes, est-il bon d'en obtenir un nouveau ?",MÉDICAL
"Si vous avez eu un CBC il y a deux ans et que vous présentez toujours les mêmes symptômes, est-il bon d'en obtenir un nouveau ?",MÉDICAL
"J'ai eu un rhume il y a environ une semaine et demie. Maintenant, j'ai de très forts maux de tête et une douleur au niveau du nez gauche, j'ai l'impression que l'os du nez gauche me fait mal ?",MÉDICAL
"J'ai eu un rhume il y a environ une semaine et demie. Maintenant, j'ai de très forts maux de tête et une douleur au niveau du nez gauche, j'ai l'impression que l'os du nez gauche me fait mal ?",MÉDICAL
"J'ai subi une hystérectomie et l'ablation de mes trompes et de mes ovaires. Cependant, deux ans plus tard, j’ai eu une zone très douloureuse au niveau du bassin et on m’a annoncé que je souffrais d’endométriose. Est-ce possible ?",MÉDICAL
"J'ai subi une hystérectomie et l'ablation de mes trompes et de mes ovaires. Cependant, deux ans plus tard, j’ai eu une zone très douloureuse au niveau du bassin et on m’a annoncé que je souffrais d’endométriose. Est-ce possible ?",MÉDICAL
"J'ai eu des relations sexuelles non protégées le 6 février et mes règles étaient le 17 février. J'avais également fait 3 tests 2 jours le matin, mais tous étaient négatifs ? Doc. Donné moi cyclenorm e n p",MÉDICAL
"J'ai eu des relations sexuelles non protégées le 6 février et mes règles étaient le 17 février. J'avais également fait 3 tests 2 jours le matin, mais tous étaient négatifs ? Doc. Donné moi cyclenorm e n p",MÉDICAL
"J'ai un kyste cérébral de 3 cm dans le lobe frontal gauche, est-ce que ça me ferait mal si j'étais aussi enceinte ?",MÉDICAL
"J'ai un kyste cérébral de 3 cm dans le lobe frontal gauche, est-ce que ça me ferait mal si j'étais aussi enceinte ?",MÉDICAL
"Je suis atteint de TDAH, est-il possible pour moi de devenir chirurgien ? Soyez honnête avec moi s'il vous plaît",MÉDICAL
"Je suis atteint de TDAH, est-il possible pour moi de devenir chirurgien ? Soyez honnête avec moi s'il vous plaît",MÉDICAL
J'ai une petite boule au bas de mon oreille droite. Une idée de ce que ça pourrait être ? Merci.,MÉDICAL
J'ai une petite boule au bas de mon oreille droite. Une idée de ce que ça pourrait être ? Merci.,MÉDICAL
"Je souffre d'endométriose et je viens de faire une fausse couche. Maintenant, la douleur semble revenir plus forte qu'avant, est-ce à cause d'une fausse couche ?",MÉDICAL
"Je souffre d'endométriose et je viens de faire une fausse couche. Maintenant, la douleur semble revenir plus forte qu'avant, est-ce à cause d'une fausse couche ?",MÉDICAL
J'ai eu des symptômes de grossesse et j'ai eu quatre jours de retard et j'ai eu des pertes brunes au moment des règles et 2 infirmières ont dit qu'elles pensaient que c'était le cas ?,MÉDICAL
J'ai eu des symptômes de grossesse et j'ai eu quatre jours de retard et j'ai eu des pertes brunes au moment des règles et 2 infirmières ont dit qu'elles pensaient que c'était le cas ?,MÉDICAL
"J'ai des articulations hypermobiles et j'éprouve des douleurs au bras droit, au coude, à l'épaule et aux muscles. Que puis-je faire ?",MÉDICAL
"J'ai des articulations hypermobiles et j'éprouve des douleurs au bras droit, au coude, à l'épaule et aux muscles. Que puis-je faire ?",MÉDICAL
"J'ai beaucoup de gangrène sèche au pied droit, j'ai perdu 4 orteils, mais ça ne dépasse pas le milieu du pied. Pourquoi amputeraient-ils le genou ? Pourquoi pas seulement cette partie-là ?",MÉDICAL
"J'ai beaucoup de gangrène sèche au pied droit, j'ai perdu 4 orteils, mais ça ne dépasse pas le milieu du pied. Pourquoi amputeraient-ils le genou ? Pourquoi pas seulement cette partie-là ?",MÉDICAL
"J'ai des piqûres de moustiques sur tout le corps, de la tête aux pieds. J'ai des démangeaisons partout. Les piqûres sont gonflées et associées à d’autres piqûres. Que puis-je faire ?",MÉDICAL
"J'ai des piqûres de moustiques sur tout le corps, de la tête aux pieds. J'ai des démangeaisons partout. Les piqûres sont gonflées et associées à d’autres piqûres. Que puis-je faire ?",MÉDICAL
"Je n'ai pas de voix, un énorme nœud sur le côté droit du cou et j'ai une douleur atroce à la gorge. On m'a diagnostiqué une pharyngite, comment puis-je obtenir un soulagement ?",MÉDICAL
"Je n'ai pas de voix, un énorme nœud sur le côté droit du cou et j'ai une douleur atroce à la gorge. On m'a diagnostiqué une pharyngite, comment puis-je obtenir un soulagement ?",MÉDICAL
J'ai des douleurs sur le côté gauche du cou en avalant. Cela dure depuis 3 jours.,MÉDICAL
J'ai des douleurs sur le côté gauche du cou en avalant. Cela dure depuis 3 jours.,MÉDICAL
J'ai cette tache de peau qui pèle/cloque sur la plante de mon pied. Qu'est-ce que c'est et comment puis-je m'en débarrasser ?,MÉDICAL
J'ai cette tache de peau qui pèle/cloque sur la plante de mon pied. Qu'est-ce que c'est et comment puis-je m'en débarrasser ?,MÉDICAL
"J'ai ce goût bizarre dans la bouche, mais aucun autre symptôme d'alvéolite. Qu'est-ce qui ne va pas ?",MÉDICAL
"J'ai ce goût bizarre dans la bouche, mais aucun autre symptôme d'alvéolite. Qu'est-ce qui ne va pas ?",MÉDICAL
"J'ai une sigmoïdoscopie flexible et j'ai un parc prêt à l'emploi, quand dois-je l'utiliser avant d'aller à l'hôpital ?",MÉDICAL
"J'ai une sigmoïdoscopie flexible et j'ai un parc prêt à l'emploi, quand dois-je l'utiliser avant d'aller à l'hôpital ?",MÉDICAL
"Je mesure 5' 8'' et pèse 109 livres. Quand je m'allonge, je peux voir mon ventre palpiter à gauche de mon nombril. Est-ce quelque chose dont je devrais m'inquiéter ?",MÉDICAL
"Je mesure 5' 8'' et pèse 109 livres. Quand je m'allonge, je peux voir mon ventre palpiter à gauche de mon nombril. Est-ce quelque chose dont je devrais m'inquiéter ?",MÉDICAL
"Je ressens beaucoup de douleurs localisées, on m'a diagnostiqué un utérus hypertrophié, un utérus bicorne et des kystes ovariens. La douleur est extrême. urgences ? ou primaire ?",MÉDICAL
"Je ressens beaucoup de douleurs localisées, on m'a diagnostiqué un utérus hypertrophié, un utérus bicorne et des kystes ovariens. La douleur est extrême. urgences ? ou primaire ?",MÉDICAL
Je commence à penser que j'ai une fracture du dôme du talus. Un conseil ?,MÉDICAL
Je commence à penser que j'ai une fracture du dôme du talus. Un conseil ?,MÉDICAL
"Pour tenter de diagnostiquer une maladie, j'ai passé 7 tomodensitogrammes en 2 ans. En raison d'une nouvelle douleur abdominale supérieure droite, le docteur a ordonné un scanner Hyda. Dois-je m'inquiéter des radiations ?",MÉDICAL
"Pour tenter de diagnostiquer une maladie, j'ai passé 7 tomodensitogrammes en 2 ans. En raison d'une nouvelle douleur abdominale supérieure droite, le docteur a ordonné un scanner Hyda. Dois-je m'inquiéter des radiations ?",MÉDICAL
"Au milieu de ma poitrine, sous mon sternum, ça tombe bizarrement, je ne peux pas l'expliquer ?",MÉDICAL
"Au milieu de ma poitrine, sous mon sternum, ça tombe bizarrement, je ne peux pas l'expliquer ?",MÉDICAL
"Règles irrégulières, prise de pilules de fertilité. J'ai 23 jours de retard et j'ai des symptômes de grossesse mais un test négatif, que dois-je faire ?",MÉDICAL
"Règles irrégulières, prise de pilules de fertilité. J'ai 23 jours de retard et j'ai des symptômes de grossesse mais un test négatif, que dois-je faire ?",MÉDICAL
Est-il normal d'avoir des saignements après une coloscopie qui ne sont pas liés à une selle ?,MÉDICAL
Est-il normal d'avoir des saignements après une coloscopie qui ne sont pas liés à une selle ?,MÉDICAL
Est-il possible qu'une douleur sciatique se situe en haut de mes cuisses ?,MÉDICAL
Est-il possible qu'une douleur sciatique se situe en haut de mes cuisses ?,MÉDICAL
Est-il possible de boire des antidépresseurs toute sa vie et d'être en bonne santé ?,MÉDICAL
Est-il possible de boire des antidépresseurs toute sa vie et d'être en bonne santé ?,MÉDICAL
Est-il possible d’avoir des symptômes d’anxiété 24h/24 et 7j/7 pendant 2 ans d’affilée ?,MÉDICAL
Est-il possible d’avoir des symptômes d’anxiété 24h/24 et 7j/7 pendant 2 ans d’affilée ?,MÉDICAL
La perte de mémoire est-elle liée aux statines ?,MÉDICAL
La perte de mémoire est-elle liée aux statines ?,MÉDICAL
"J'ai éternué et je me suis débarrassé de quelques mucosités dans ma gorge (j'ai un écoulement post-nasal) et c'était plutôt clair mais là encore, il y avait aussi des trucs blancs, qu'est-ce que c'est ?",MÉDICAL
