texte_historique,domaine,impact,urgence,statut_friction_final,question_bot
Une personne s'est écrabouillée après une chute de cheval et n'a plus conscience. Que devais-je faire ?,MÉDICAL,4,4,COMPLET,
"Parent: Mon enfant a eu un choc anaphylactique après un repas. Je suis vraiment paniqué. Nous sommes dans un ascenseur, le signal est intermittent. On me dit que je disparais et réapparais.",MÉDICAL,4,4,COMPLET,
Collègue: Nous avons une personne qui a des crises d'épilepsie dans le supermarché. Elle est toujours convulsive. Mon enfant est malheureusement avec moi et je suis occupé à l'aider. Je parle un peu mal car mes mains sont occupées.,MÉDICAL,4,4,COMPLET,
Adolescent: J'ai un douleur poitrine et une douleur dans mon bras gauche. Je pense avoir eu un infarctus du myocarde. J'appelle depuis les toilettes pour ne pas être entendu.,MÉDICAL,4,4,COMPLET,
"Personne âgée: J'ai été blessée après une chute de cheval et je suis inconscient. Je n'ai pas d'amnésie, juste un doux étourdissement. Nous sommes dans un ascenseur, le signal est intermittent. On me dit que je disparais et réapparais.",MÉDICAL,4,4,COMPLET,
"Individu sous le choc: Nous avons une personne inconsciente sur un banc public. Sa respiration est irrégulière et on ne sait pas ce qu'il s'est passé. Il y a plusieurs personnes autour qui parlent en même temps, je vais essayer de les relayer.",MÉDICAL,4,4,COMPLET,
Ma fille a une douleur d'œil terrible et elle n'a plus de vision. Elle est dans l'âge de 5 ans.,MÉDICAL,4,4,COMPLET,
"Mon grand-père a l'air d'avoir un AVC. Il tombe, son bras ne répond plus et sa parole est confuse.",MÉDICAL,4,4,COMPLET,
Mon chien a mordu mon enfant. Il y a une plaie ouverte et beaucoup de sang.,MÉDICAL,4,4,COMPLET,
Mon enfant a une douleur d'œil qui est très forte et elle n'a plus de vision. C'est mon frère-in-law qui m'appelle.,MÉDICAL,4,4,COMPLET,
Mon enfant a vomi et y a du sang rouge vif. Il est dans le café de la rue de la Paix.,MÉDICAL,4,4,COMPLET,
"Bonjour, c'est Marie. Mon petit garçon a eu un gros coup de feu sur le parking du centre-ville en bas. Il y a beaucoup de fumée noire et les sirènes sont déjà là.",POMPIER,4,4,COMPLET,
"Salut, j'ai vu une grande flammée sortir de la cheminée du 15 avenue Saint-Jacques. Il y a des fumées visibles et je ne sais pas ce faire.",POMPIER,3,4,COMPLET,
"Bonjour, nous sommes à l'entrée du parc des Plantes et on a un feu de forêt. Il y a beaucoup de vents tournants et la situation est très critique.",POMPIER,4,4,COMPLET,
"Je suis sur l'avenue des Lilas et je vois de la fumée sortir d'une bouche d'égout. Il fait chaud, mais j'ai peur qu'il y ait une explosion.",POMPIER,3,4,COMPLET,
"Salut, il y a un gros problème dans le parking sous-sol de la place des Vignes. Il fait très froid et les véhicules sont immergés.",POMPIER,4,4,COMPLET,
"Salut, j'ai un gros souci avec ma imprimante. Elle s'enflamme, c'est vraiment grave.",MATÉRIEL,4,3,COMPLET,
"Salut, j'ai une alarme qui ne va pas. Il n'y a aucune raison évidente.",MATÉRIEL,2,4,COMPLET,
"Salut, mon imprimante industrielle ne fonctionne plus. On va manquer la deadline dans deux heures !",MATÉRIEL,4,4,COMPLET,
"Salut, mon imprimante industrielle est hors service. On va manquer la deadline dans deux heures !",MATÉRIEL,4,4,COMPLET,
"Salut, mon équipement est plein de bruit et ne fonctionne pas bien.",MATÉRIEL,3,2,COMPLET,
"Je suis à l'hôpital Saint-Martin, j'ai une personne qui délire. Elle parle seule et son comportement est vraiment incohérent depuis plusieurs heures.",MÉDICAL,4,3,COMPLET,
"Je suis dans un appartement à la rue des Lilas, mon petit-enfant a sa main coincée dans une machine. Ses doigts sont écrabouillés mais il ne répond pas.",MÉDICAL,3,4,COMPLET,
"Je suis chez moi à la rue des Chênes, j'ai une personne âgée qui crève d'asthme. L'inhalateur qu'elle utilise ne fonctionne pas du tout.",MÉDICAL,4,3,COMPLET,
"Je suis chez moi à la rue des Tulipes, j'ai un adolescent qui a des symptômes suspects de méningite. Il a une forte fièvre, raideur de nuque et taches sur la peau.",MÉDICAL,4,3,COMPLET,
"Je suis chez moi à la rue des Jasmines, j'ai un diabétique qui est en hypoglycémie sévère et ne reconnaît plus ses proches.",MÉDICAL,4,3,COMPLET,
"Madame Dupont, enceinte de 8 mois. J'ai des contractions toutes les 2 minutes. Je suis dans une boîte de nuit.",MÉDICAL,4,4,COMPLET,
"Salut mec, c'est un type qui s'emballe dans le supermarché. Il est en train de convulser.",MÉDICAL,3,4,COMPLET,
"J'ai une grande plaie dans ma cuisse, y a un truc qui est toujours planté dedans. Je suis en voiture et je conduis encore.",MÉDICAL,4,3,COMPLET,
"J'ai du mal à respirer depuis 2 jours, ça a pire aujourd'hui. Je suis dans un supermarché et je suis aveugle.",MÉDICAL,3,4,COMPLET,
"Salut mec, j'ai fait une chute de cheval et je suis KO. J'ai perdu toute ma mémoire.",MÉDICAL,4,4,COMPLET,
"Madame Dupont, j'ai reçu une appel de quelqu'un qui dit être un technicien mais qui me fait passer des mauvaises blagues. Il a dit que mon système d'alarme ne fonctionnait pas et m'a demandé d'appeler pour le réparer.",POLICE,3,2,COMPLET,
"Je suis dans un building de New York et j'ai entendu un bruit suspect. J'espère que ce n'est pas une bombe, mais je ne sais pas qui appelle ou pourquoi ils survolent le bâtiment.",POLICE,4,3,MANQUE_LIEU,Quelle est l'adresse ou le lieu précis de l'incident ?
Je suis en train de travailler et j'ai reçu un message SMS menaçant. Il me dit que mon nom est dans une liste noire et va me tuer. J'étais vraiment choqué par cela.,POLICE,4,4,COMPLET,
Je suis en train d'aller chez mon père à l'appartement de la rue Elm. J'ai entendu des motos sans plaques dans le quartier. Je ne sais pas qui est derrière ça.,POLICE,3,2,COMPLET,
Je suis dans ma voiture et j'ai entendu un gars m'approcher avec un couteau. Il me menaçait et dit qu'il allait me tuer. J'étais vraiment désinvolte mais maintenant je suis vraiment inquiet.,POLICE,4,4,COMPLET,
"Je suis un collègue de travail pragmatique. Nous avons une accumulation de neige sur une toiture fragile qui menaçant de s'effondrer sur une école. Il y a beaucoup de bruit de fond (circulation, alarmes).",POMPIER,4,4,COMPLET,
"Bonjour, c'est Paul. Mon immeuble de 5 étages est en feu. Il y a des cris aux fenêtres et certaines personnes sont bloquées. Je suis un professionnel de santé hors service. La connexion téléphonique est mauvaise, tu dois parfois te répéter.",POMPIER,4,4,COMPLET,
"Salut, je suis Marie. J'ai une odeur de brûlé persistante dans mon immeuble mais je ne vois pas la source. Je travaille dans un bureau et c'est assez calme.",POMPIER,2,3,COMPLET,
"Heureux de vous parler, mon prénom est Jean. Il y a une inondation rapide au rez-de-chaussée après l'orage. L'eau monte vite et c'est un peu désastreux.",POMPIER,3,4,COMPLET,
"Bonjour, je suis Marie. Il y a un éboulement de terrain qui bloque une route départementale et je ne peux pas sortir.",POMPIER,3,4,COMPLET,
"Je suis désolé, mais c'est une urgence. Mon bateau est en train de prendre l'eau au port et les occupants sont paniqués.",POMPIER,4,4,COMPLET,
"Salut, c'est Jean. Il s'agit d'un truc vraiment louche à la place du Panthéon. Des types ont cassé des panneaux de vitre et des balises sont tombées. Le vent fait tellement rafraîchir mon téléphone qu'il m'éclaire un peu. Je suis juste là pour faire le point.",POLICE,4,3,COMPLET,
"Moi, c'est Sophie. Des types venaient me mener vers le trésor du commerce ! J'ai eu peur et ils ont dit que j'avais des sous cachés partout. Je suis juste en train de dire ce qui s'est passé pour qu'ils puissent aider.",POLICE,3,2,COMPLET,
"Salut, c'est Marc. Il y avait une altercation dans le bus et le conducteur a perdu la tête. Des types étaient en train de se battre avec des mots. Leurs pas me font vraiment courir. J'ai juste besoin d'arrêter ça.",POLICE,2,1,COMPLET,
"Moi, c'est Marie. Je venais de trouver un colis dans la gare et personne ne sait où il est venu. La musique est si forte qu'il faut vraiment que quelqu'un vienne regarder.",POLICE,1,3,COMPLET,
"Salut, c'est Paul. Une vitrine de mon magasin a explosé et personne ne sait qui a fait ça. La batterie de mon téléphone est vraiment faible et je suis tellement pressé de sortir.",POLICE,3,4,COMPLET,
"Bonjour, c'est Jean Dupont. Mon véhicule est parked dans la rue des Lilas au 12. Je l'ai repérée avec une vitre brisée ce matin. J'ai entendu des sirènes de police à côté, mais ils sont loin d'ici. Merci.",POLICE,4,3,COMPLET,
"Salut, c'est Marie Dupuis. J'ai remarqué un tag sur la façade de l'immeuble des Artistes à la rue du Moulin Rouge. J'en ai pris une photo pour les auteurs. Je conduis mon véhicule et j'ai mes mains libres. Il fait un peu bruyant en ce matin-là.",POLICE,2,2,COMPLET,
"Bonjour, c'est Pierre Martin. J'ai remarqué un homme qui suit une femme depuis environ 20 minutes dans la rue des Champs-Élysées. Il y a beaucoup de bruit en ce jour-là.",POLICE,3,2,COMPLET,
"Bonjour, c'est Sophie Dubois. Une personne atteinte d'Alzheimer a disparu depuis 4 heures dans la rue des Quatre-Cents-Boulles. Le quartier est calme et silencieux.",POLICE,3,2,COMPLET,
"Salut, c'est Jean-Paul Moreau. J'ai vu un drone suspect survolant le parc de l'Armée à la rue des Tuileries. Il y a des sirènes de police qui passent juste à côté. Merci.",POLICE,4,3,COMPLET,
"Bonjour, j'ai un problème avec mon compte. Il y a des timeout sur l'API de paiement et ça bloque tout le monde.",INFRA,3,3,COMPLET,
"Salut, il y a eu une fuite de données. On dit qu'il y a des informations sensibles sur un forum de hackers.",INFRA,4,4,MANQUE_LIEU,"Dans quel datacenter, salle serveur ou sur quelle plateforme se trouve l'infrastructure touchée ?"
"Je suis en voiture, mais j'ai une surcharge CPU à 100% sur tous les nœuds applicatifs. Ça gèle tout.",INFRA,4,3,COMPLET,
"Logs de sécurité supprimés, on pense que quelqu'un essaie de masquer quelque chose. C'est pas normal.",INFRA,3,4,COMPLET,
"Salut, j'ai une erreur grave : le bucket S3 de production a été supprimé accidentellement. C'est flemme.",INFRA,4,4,COMPLET,
"Bonsoir, je suis Jeanne. J'ai un problème dans le parc de la rue Vidal. Il y a une rixe impliquant des armes blanches entre deux bandes. Je suis une personne âgée et j'ai peur. Je vous chuchote car je suis caché. Merci.",POLICE,4,4,COMPLET,
"Je suis à l'adresse de la Rue des Lilas, numéro 12. Je crois qu'un adolescent désinvolte tente d'ouvrir plusieurs voitures sur le parking souterrain.",POLICE,3,3,COMPLET,
"Salut, c'est Jean Dupont. Mon voisin a tiré des coups de feu en l'air avec un fusil de chasse dans son jardin à la rue des Roses, numéro 45.",POLICE,3,3,COMPLET,
"Je suis au bureau de la Rue des Érables, numéro 7. Il y a beaucoup de tapage nocturne insupportable chez les voisins.",POLICE,2,2,COMPLET,
"Salut, mon nom est Marie Martin. Je suis chez moi à la rue des Chênes, numéro 15 et j'ai découvert ma voiture avec une vitre brisée ce matin.",POLICE,2,2,COMPLET,
"Je suis à l'adresse de la Rue des Ormes, numéro 34. Il y a une tentative d'enlèvement suspectée, un enfant tiré par le bras dans la rue.",POLICE,3,3,COMPLET,
"Bonjour, c'est Marie. Je suis dans une situation inhabituelle pour mon travail. Mon poste de téléphonie est un peu défaillant aujourd'hui, donc je dois m'excuser si je ne suis pas aussi rapide à répondre.",ACCÈS,4,3,COMPLET,
"Je suis Jean, et je viens de déménager. J'ai perdu ma clé maîtresse pour l'étage entier. Je ne sais pas comment j'ai pu la perdre, mais c'est une catastrophe !",ACCÈS,3,4,COMPLET,
"Salut, je suis Sophie. J'ai reçu une alarme périmétrique dans mon bureau hier soir. Ma caméra HS indique que c'est un animal, mais je ne peux pas être certain.",ACCÈS,2,3,COMPLET,
"Bonjour, c'est Marc. Mon temps d'ouverture a été dépassé dans la zone sécurisée. Je suis un professionnel de santé et je dois sortir rapidement avec une blessure compressée.",ACCÈS,3,4,COMPLET,
"Je suis Marie, et j'ai besoin d'accès 'exceptionnel' sans validation hiérarchique. J'ai des enfants avec moi et je ne peux pas laisser mon enfant seul à la maison.",ACCÈS,4,5,COMPLET,
"Bonjour, je suis M. Dupont. Je me trouve sur la rue des Lilas à Paris. J'ai vu un homme qui suit une femme depuis environ 20 minutes. Il fait très chaud et le vent souffle fort, mon téléphone est plein de poussière. Je ne sais pas que faire.",POLICE,4,3,COMPLET,
"Salut, c'est Marie Dupont. Mon téléphone est à 2% de batterie et mon véhicule a une vitre brisée à gauche. Je suis pressée de retourner chez moi. Quelqu'un peut m'aider?",POLICE,3,4,COMPLET,
"Salut, j'ai vu un voisin tirer des coups de feu dans son jardin. J'étais en ascenseur et le signal est intermittent. Le voisin a disparu et réapparu.",POLICE,4,3,COMPLET,
"Je suis un enfant seul dans le métro, et il y a une personne agressive qui frappe des passagers. Je dois chuchoter pour éviter d'être entendu.",POLICE,4,2,MANQUE_LIEU,"Dans quelle gare, sur quelle ligne ou à quel arrêt se passe l'incident ?"
"Bonjour, je suis M. Dupont. J'ai vu un homme qui suit une femme depuis environ 20 minutes. Je me trouve dans le parking sous-métro de Lille. Le son est écrabouillé.",POLICE,3,4,COMPLET,
Je suis tellement en colère! Mon chien a meurtri ma fille et elle a une grande plaie ouverte avec beaucoup de sang. C'est vraiment terrifiant.,MÉDICAL,4,4,COMPLET,
Mon enfant a des vomissements et j'ai remarqué un sang rouge vif dans ses selles. Il est tellement fatigué.,MÉDICAL,3,2,MANQUE_LIEU,Je vous entends. Pouvez-vous me donner votre adresse ou décrire l'endroit où vous vous trouvez ?
Mon enfant de 6 ans a une fièvre à 40°C et ne réagit pas du tout. Je suis vraiment inquiet.,MÉDICAL,2,3,COMPLET,
J'ai perdu mon bébé dans les escaliers et je pense qu'il a une fracture ouverte à la jambe. C'est vraiment effrayant.,MÉDICAL,3,4,COMPLET,
Mon chien m'a encore saigné à nouveau et ma fille est tellement en colère. J'ai besoin d'urgent aide médicaire maintenant!,MÉDICAL,4,4,MANQUE_LIEU,Je reste avec vous. À quelle adresse ou à quel endroit dois-je envoyer les secours ?
"Bonjour, mon nom est Jean Dupont. Je suis chez moi et j'ai un problème avec le coffre-fort. Les clés sont introuvables. J'ai besoin d'aide immédiate.",ACCÈS,4,4,COMPLET,
"Je suis dans l'ascenseur 10B, il y a une main coincée. Je ne sais pas si la personne est consciente. Il faudrait que quelqu'un vienne aider immédiatement.",MÉDICAL,4,4,COMPLET,
"Bonjour, je suis Jean Dupont. Je suis au numéro 123 Rue des Lilas. Mon capteur de température est défectueux sur la cuve de produits inflammables dans mon entrepôt. Il fait très chaud ici et j'ai peur qu'il explose. J'ai un vent violent qui sature le micro de mon téléphone.",MATÉRIEL,4,4,COMPLET,
"Salut, je suis Marie Martin. Je suis au numéro 456 Rue des Érables. Mon système s'arrête et redémarre fréquemment sans intervention humaine. J'ai un signal intermittent sur mon téléphone. Je suis dans l'ascenseur et je disparais et réapparais.",MATÉRIEL,3,4,COMPLET,
Je suis Antoine Lefevre. Je suis au numéro 789 Rue des Chênes. Mon laser de découpe industrielle est décalibré. Cela provoque des débuts d'incendie sur le bois. Il fait assez calme ici et j'ai peur qu'il brûle.,MATÉRIEL,4,3,COMPLET,
"Salut, je suis Sophie Dubois. Je suis au numéro 101 Rue des Ormes. Mon câble d'alimentation 400V est dénudé dans une armoire électrique ouverte. J'ai un signal intermittent sur mon téléphone. Je suis dans l'ascenseur et je disparais et réapparais.",MATÉRIEL,3,4,COMPLET,
"Bonjour, je suis Louis Martin. Je suis au numéro 121 Rue des Plumes. Mon chariot élévateur a un frein défaillant dans un entrepôt de produits chimiques. Il y a plusieurs personnes autour qui parlent en même temps.",MATÉRIEL,4,4,MANQUE_LIEU,Dans quel bâtiment ou à quelle adresse se trouve l'équipement défaillant ?
Agent de sécurité absent depuis 30 minutes. Besoin d'entrée dans l'immeuble pour récupérer mes affaires.,,4,3,COMPLET,
Accès au parking souterrain bloqué. Je suis pressé et ma batterie est faible. Quelqu'un peut aider ?,,3,4,COMPLET,
Clé maîtresse d'un étage entier disparue après déménagement. J'ai besoin de l'entrée pour récupérer mes documents.,,3,2,COMPLET,
"Accès forcé via fenêtre entrebâillée. J'ai besoin de sortir rapidement, la situation est dangereuse.",,4,4,COMPLET,
Liste des accès retrouvée dans un espace public. Je ne sais pas où je vais et il fait très fort ici.,,2,3,MANQUE_LIEU,Pouvez-vous préciser votre localisation ou l'endroit exact où se produit l'incident ?
"Bonjour pompiers, mon nom est Jean et je suis à l'adresse du Moulin de Bois. Nous avons une grange en feu avec des animaux dans le bâtiment. J'ai besoin d'aide immédiate!",POMPIER,4,4,COMPLET,
"Salut, c'est Marie. Je suis à la rue Jean-Baptiste et nous avons un feu de forêt qui approche notre quartier. Il y a une odeur forte de fumée.",POMPIER,3,4,COMPLET,
"Bonjour, mon nom est Pierre et je suis à l'adresse du Château des Buissons. Nous avons un feu de forêt avec des vents tournants. Il est très dangereux.",POMPIER,4,4,COMPLET,
"Bonjour, c'est Caroline et je suis à l'adresse de la Maison des Plongeurs. Nous avons un effondrement partiel d'un plancher. Une personne est tombée au sous-sol.",POMPIER,3,4,COMPLET,
"Bonjour, c'est Marc et je suis à l'adresse de la Tour des Étoiles. Nous sommes coincés dans un ascenseur depuis 45 minutes. Il fait très chaud.",POMPIER,3,4,COMPLET,
Je suis un médecin qui ai besoin d'aide immédiate. Une personne est coincée dans une voiture accidentée sur l'autoroute et le véhicule fume. Je dois essayer de sortir la personne mais j'ai les mains occupées. La circulation est encombrée et je parle avec difficulté.,POMPIER,4,4,COMPLET,
Il y a une fuite de produit chimique inconnu dans un laboratoire de lycée. Je ressens des picotements aux yeux et je suis dans un ascenseur. Le signal est intermittent. J'ai du mal à me concentrer car le bruit est écrasant.,POMPIER,4,4,COMPLET,
Il y a eu un accident de la route avec un véhicule qui est retourné et qui fuit du carburant. Il y a plusieurs personnes autour qui parlent en même temps. Je vais essayer de relayer les informations mais il y a beaucoup de bruit de fond.,POMPIER,4,4,COMPLET,
Je suis une personne qui a vu un enfant se noyer dans une piscine privée. Les parents sont en panique et ils demandent de l'aide immédiate.,POMPIER,4,4,COMPLET,
Il y a une accumulation de neige sur une toiture fragile menaçant d'effondrer une école. Je suis dans un tunnel ou un parking souterrain et il y a un écho énorme.,POMPIER,4,4,COMPLET,
Personne coincée sur un toit. Plein incendie! Personne aide!,POMPIER,4,4,COMPLET,
Cheval embourbé dans le marécage. Urgent! N'arrête pas de jouer la musique!,POMPIER,3,4,COMPLET,
"Cheval dans le marécage! Pas sympa, hein? Rassure-moi que tu viens!",POMPIER,2,3,COMPLET,
"Fumée en sortie de bouche d'égout. Plein rue! Tapisserie, ouais!",POMPIER,2,3,COMPLET,
Feu de cheminée. Flammes visibles! Quelqu'un aide-moi!,POMPIER,2,3,COMPLET,
"Bonjour, mon nom est John Doe. Je suis en train de courir et il y a un souci avec notre cluster Kubernetes. Des pods redémarrent en boucle. Merci.",INFRA,4,3,COMPLET,
"Salut, je suis Sarah Dupont. Nous avons un problème avec le système de refroidissement liquide. Il y a une fuite sur les lames de calcul et ça affecte notre performance. Je suis vraiment en colère.",INFRA,3,4,COMPLET,
"Bonjour, je suis Marc Lefevre. On a un DDoS en cours sur notre CDN et on commence à lâcher. Il y a tellement de trafic que ça rend tout le réseau instable.",INFRA,3,4,COMPLET,
"Salut, je suis Marie Martin. Notre cache distribué est corrompu et on renvoie des données incohérentes aux utilisateurs. Ça affecte vraiment les performances du service.",INFRA,3,4,COMPLET,
"Bonjour, je suis Jean Dupuis. Nous avons des logs de sécurité supprimés ou altérés et on a une suspicion de dissimulation. Je suis un expert technique et j'ai besoin d'aide pour résoudre ce problème.",INFRA,4,3,COMPLET,
"Bonjour, c'est Jean. J'ai un problème avec le service de santé. Sur tous les nœuds applicatifs, la CPU est à 100%. Je suis dans les toilettes du bâtiment B pour ne pas être entendu.",INFRA,4,4,COMPLET,
"Salut, c'est Marie. J'ai un peu de problème avec les logs de sécurité. Ils ont disparu ou été altérés. Il y a beaucoup de bruit en bas.",INFRA,3,3,COMPLET,
"Bonsoir, c'est Pierre. Je suis désolé pour le malentendu. J'ai supprimé accidentellement le bucket S3 de production. Je suis dans un ascenseur et ça va se passer.",INFRA,4,4,COMPLET,
"Hey, c'est Anne. La horloge système est décalée. Tous les utilisateurs ont des erreurs d'authentification. Il y a un écho dans le tunnel.",INFRA,3,3,COMPLET,
"Salut, c'est Marc. J'ai un pic de charge sur l'API de paiement. Des timeouts en cascade. Je suis caché dans le parking et je dois être discret.",INFRA,4,4,COMPLET,
"Bonjour, j'ai un problème avec mon ordinateur portable. Il est dépassé de ses spécifications nominales et ne fonctionne pas correctement.",MATÉRIEL,3,3,COMPLET,
"Je suis dans un entrepôt et mon chariot élévateur frein est défaillant. Il fait très froid, je suis glacé.",MATÉRIEL,4,4,COMPLET,
Mon système s'arrête et redémarre tout le temps. Je ne sais pas ce qui se passe.,MATÉRIEL,2,3,COMPLET,
Mon scanner IRM est en surchauffe et mes patients sont en attente. Les sirènes de police passent juste à côté.,MATÉRIEL,3,4,COMPLET,
Un capteur de sécurité est désactivé pour 'gagner du temps'. Je conduis en voiture et je suis légèrement distrait.,MATÉRIEL,2,3,COMPLET,
"Bonjour, j'ai un problème avec ma main coincée dans une machine à coudre. Mes doigts sont écrabouillés mais personne ne répond.",MÉDICAL,4,4,COMPLET,
Je ressens une difficulté respiratoire depuis deux jours. C'est pire ce soir.,MÉDICAL,3,3,COMPLET,
Ma fille est inconsciente sur un banc public. Sa respiration est irrégulière.,MÉDICAL,4,4,COMPLET,
Je dois faire une coupure au doigt. Je suis vraiment peur du sang.,MÉDICAL,2,2,COMPLET,
Mon petit garçon de trois ans a avalé des médicaments du placard. Je ne sais pas ce qu'il y a dans les bouteilles.,MÉDICAL,4,4,COMPLET,
"Bonjour, j'ai un problème avec mon ordinateur. La horloge est décalée et les mots de passe ne fonctionnent pas.",INFRA,3,3,COMPLET,
"Bonjour, c'est Mme Dupont. Mon voisin a appelé les urgences car un homme prétend être le technicien de ma maison mais il essaye de m'emprunter mes vêtements. Il est dans mon appartement depuis une demi-heure et on entend des sirènes de police juste à côté, mais je ne peux pas sortir.",POLICE,4,4,COMPLET,
"Salut, c'est M. Martin. Mon enfant a été arraché par le bras par un inconnu dans la rue. Je suis désespéré et je ne peux plus parler du tout à cause du vent violent qui souffle fort.",POLICE,4,4,COMPLET,
"Bonjour, c'est M. Durand. Je suis dans un ascenseur et une personne armée d'un couteau m'a menacé tout à l'heure. Le signal du téléphone est intermittent et je disparais puis j'émergère quelques secondes plus tard.",POLICE,4,4,COMPLET,
"Salut, c'est Mme Dubois. Mon petit-enfant est dans les bras de quelqu'un d'inconnu dans la rue et je suis tellement occupée à le calmer que je ne peux pas parler très bien.",POLICE,4,4,COMPLET,
"Bonjour, c'est M. Dupuis. J'ai un enfant dans les bras et une personne armée d'un couteau m'a menacé tout à l'heure. Mon téléphone est complètement écrabouillé par la musique de la fête qui s'enfonce en arrière-plan.",POLICE,4,4,COMPLET,
"Madame, bonjour. C'est Jean Dupont à la police. J'ai une personne ivre qui bloque la circulation en plein carrefour. Elle a les mains occupées et elle parle avec difficulté. Pourriez-vous venir vite s'il vous plaît ?",POLICE,4,4,COMPLET,
"Salut, c'est Sophie Martin au téléphone. J'ai un novice paniqué qui bloque la circulation dans un tunnel souterrain. Il y a un écho énorme et il est très difficile de comprendre ce qu'il dit. Pouvez-vous venir rapidement ?",POLICE,4,4,COMPLET,
"Bonjour, c'est Pierre Dubois à la police. J'ai un enfant seul dans la rue depuis 2 heures. Il pleure et ne sait pas où il habite. Pourriez-vous venir vite s'il vous plaît ?",POLICE,4,3,COMPLET,
"Salut, c'est Marie Durand au téléphone. Je suis un témoin choqué et j'ai vu un drone suspect survolant une zone militaire de manière répétée. Il y a beaucoup de bruit et il est difficile de bien entendre ce qu'il dit. Pouvez-vous venir rapidement ?",POLICE,3,4,COMPLET,
"Salut, c'est Jean-Luc Martin au téléphone. J'ai un novice paniqué qui menace des passants avec un couteau. La connexion téléphonique est mauvaise et il doit parfois se répéter. Pouvez-vous venir vite s'il vous plaît ?",POLICE,4,4,COMPLET,
J'ai trouvé une personne inconsciente sur le banc public près de la place du marché. Elle respire un peu bizarrement.,MÉDICAL,4,4,COMPLET,
Ma fille a eu une chute de cheval et elle ne se souvient plus de rien. Elle est inconsciente sur le trottoir.,MÉDICAL,4,4,COMPLET,
Je viens de trouver une personne inconsciente sur un banc public. Elle respire mal et elle ne répond pas à mes appels.,MÉDICAL,4,4,COMPLET,
Mon grand-père est en hypoglycémie sévère. Il ne reconnaît plus personne et il dit des choses incohérentes.,MÉDICAL,4,4,COMPLET,
Je suis tombé dans les escaliers et je ne sais pas s'il y a une fracture ouverte à ma jambe. J'ai du mal à bouger.,MÉDICAL,4,4,COMPLET,
"Bonjour, je suis chez Jean Paul sur le boulevard de la République. Mon ascenseur est bloqué avec une palette à mi-hauteur et il bloque un couloir. J'ai des bagages et mon enfant dans les bras.",MATÉRIEL,4,4,COMPLET,
Je suis chez Marie Sophie sur rue des Abbesses. Le capteur de sécurité est désactivé pour 'gagner du temps'. J'ai les mains occupées et je parle difficilement.,MATÉRIEL,3,3,COMPLET,
Je suis chez Charles Dupont sur avenue des Champs-Élysées. La machine automatisée n'répond pas correctement et les sirènes de police passent juste à côté.,MATÉRIEL,2,3,COMPLET,
Je suis chez Sophie Martin sur rue des Abbesses. La grue de chantier émet des bruits anormaux et elle est en pleine opération de levage. J'ai les mains occupées et je parle difficilement.,MATÉRIEL,3,4,COMPLET,
"Je suis chez Jeanne Dupont sur avenue des Champs-Élysées. Il y a une fuite hydraulique sur la machine-outil et de l'huile est sur le sol, risque de glissade.",MATÉRIEL,2,2,COMPLET,
"Je suis au coin de la rue Verte et j'ai constaté un accident de la route avec un véhicule retourné. Il y a beaucoup de fuite de carburant, il fait très chaud.",POMPIER,4,3,COMPLET,
"Je suis désolé, je suis sorti sans mon chapeau. Il fait vraiment froid et j'ai claqué des dents en parlant.",MATÉRIEL,4,4,COMPLET,
Je viens de constater une rupture sur le flexible hydraulique. Je conduis encore et je suis légèrement distrait.,MATÉRIEL,3,4,COMPLET,
Ma grue émet des bruits inusités. Il est en pleine opération et c'est très préoccupant.,MATÉRIEL,4,3,COMPLET,
"Je suis en urgence, la grue de chantier émet des bruits anormaux. J'ai besoin d'aide immédiatement!",MATÉRIEL,4,4,COMPLET,
J'ai remarqué une fissure sur la pièce mécanique. Il fait froid et j'ai claqué des dents en parlant.,MATÉRIEL,4,3,COMPLET,
"Je suis chez moi, mon fils a eu une réaction allergique grave après un repas. Il est complètement paniqué et ne sait pas ce qui se passe.",MÉDICAL,4,4,COMPLET,
Je suis dans un accident automobile sur le bas-côté. Mon bébé est sur le point de naître et nous sommes coincés dans une voiture.,MÉDICAL,4,4,COMPLET,
Je me sens un peu bizarre. Ma poitrine est douloureuse et je ne sais pas si c'est grave.,MÉDICAL,3,3,MANQUE_LIEU,Je reste avec vous. À quelle adresse ou à quel endroit dois-je envoyer les secours ?
J'ai mangé beaucoup de médicaments et je suis vraiment fatigué. Je pense que j'ai surdossé quelque chose.,MÉDICAL,3,2,MANQUE_LIEU,À quelle adresse ou à quel endroit dois-je envoyer les secours ?
Mon homme de 65 ans est dans le lit et il dit qu'il a une douleur thoracique aiguë. Il prend des anticoagulants.,MÉDICAL,3,2,MANQUE_LIEU,Je vous entends. Pouvez-vous me donner votre adresse ou décrire l'endroit où vous vous trouvez ?
"Bonjour, je suis dans le bâtiment B, toilettes 3ème étage. Je m'appelle Jean et mon téléphone ne fonctionne pas bien. J'ai besoin d'aide pour accéder à notre application, mais elle retourne des données en doublon. Ça vous dit de prendre une photo de la pièce s'il vous plaît?",INFRA,3,3,COMPLET,
"Salut, je suis une infirmière en urgence et j'ai un problème avec le serveur SSH. J'ai des commandes suspectes dans les logs depuis trois heures. Je ne peux pas me connecter à l'adresse IP 192.168.0.1 pour vérifier. Pouvez-vous m'aider?",INFRA,4,4,COMPLET,
