texte_historique,domaine,impact,urgence,statut_friction_final,question_bot
"Feux de forêt progressant vers le hameau du Puy, vent fort, flammes à 200m des premières maisons. Je tremble en appelant.",POMPIER,4,4,MANQUE_LIEU,Dans quelle commune ou sur quelle route se trouve ce hameau exactement ?
Quelqu'un a poignardé un homme dans la rue et a fui. Mon téléphone est presque déchargé.,POLICE,4,4,MANQUE_STATUT_VICTIME,La victime est-elle consciente ? Saignement important ? Avez-vous sécurisé sa plaie ?
J'ai chuté et j'ai mal au dos.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Ressentez-vous des fourmillements dans les membres ou avez-vous du mal à bouger ?
Il y a un feu dans un garage avec des voitures. Je suis essoufflé.,POMPIER,3,3,MANQUE_MATIERE_DANGEREUSE,"Y a-t-il des réservoirs de carburant, de gaz ou des véhicules électriques dans ce garage ?"
"Il y a un incendie dans l'immeuble en face, de la fumée partout. Mon téléphone est presque déchargé.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il des personnes encore bloquées à l'intérieur ? Entendez-vous des cris aux fenêtres ?
"J'ai besoin d'accéder à une zone sécurisée en urgence. Je chuchote, je suis caché.",ACCÈS,2,3,MANQUE_IDENTITE_DEMANDEUR,"Quel est votre nom, votre service et votre matricule ? La demande doit être validée par votre responsable."
"Il y a un feu dans notre immeuble, l'alarme sonne. Mon téléphone est presque déchargé.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il encore des résidents dans l'immeuble à votre connaissance ?
"Un prestataire externe demande accès à notre salle serveurs. Je chuchote, je suis caché.",ACCÈS,3,3,MANQUE_HABILITATION,Dispose-t-il d'un bon d'intervention signé par un responsable interne ? Quelle entreprise représente-t-il ?
"Douleur thoracique oppressante depuis 20 min, sueurs froides, nausées. 55 ans, hypertendu sous traitement. Domicile, 7 impasse des Roses, Toulouse.",MÉDICAL,4,4,COMPLET,
"Le serveur de base de données est tombé, messages d'erreur SQL partout.",INFRA,4,4,MANQUE_PERIMETRE_IMPACT,Combien d'utilisateurs ou de services sont impactés ? Toute l'entreprise ou un site spécifique ?
Notre base de données affiche une erreur et bloque toutes les transactions. J'ai du mal à parler.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel est le message d'erreur exact de la base de données ? Y a-t-il un code d'erreur spécifique ?
La dame tombée dans la rue s'est blessée à la jambe.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Peut-elle bouger la jambe ? Voyez-vous une déformation ou un saignement important ?
"Douleur abdominale intense depuis 2h, vomissements, 30 ans, appendicite possible. Je suis essoufflé.",MÉDICAL,3,3,MANQUE_LIEU,Indiquez-moi votre adresse ou dites-moi où vous êtes exactement.
Intrusion suspectée datacenter 3ème sous-sol nuit dernière. Trace d'accès inhabituel 2h45 badge P. Lambert en vacances. Aucune dégradation visible. Siège social 15 avenue de l'Opéra Paris.,ACCÈS,3,3,COMPLET,
"Incendie dans l'école primaire, alarme déclenchée.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Les enfants et le personnel ont-ils pu évacuer ? Y a-t-il encore du monde à l'intérieur ?
"Bonjour, je crois que mon copain a fait une crise de quelque chose.",MÉDICAL,3,3,MANQUE_ZONE_CORPS,D'accord. Où votre copain a-t-il mal ou qu'est-ce qui vous a alerté sur lui ?
"Il y a un incendie dans notre école, les enfants ont peur. Je tremble en appelant.",POMPIER,4,4,MANQUE_EVACUATION,L'école est-elle en train d'être évacuée ? Connaissez-vous le nombre d'élèves présents ?
L'application de gestion ne répond plus.,INFRA,2,2,MANQUE_TYPE_PANNE,C'est une erreur côté application ou connexion réseau ? Tous les utilisateurs sont-ils touchés ?
"Je saigne abondamment du bras, coupure profonde par un couteau. 28 ans, pas de traitement. Je suis dans mon appartement au 3 rue des Lilas, Paris 11ème.",MÉDICAL,3,3,COMPLET,
Il y a un feu dans un garage avec des voitures. Mon téléphone est presque déchargé.,POMPIER,3,3,MANQUE_MATIERE_DANGEREUSE,"Y a-t-il des réservoirs de carburant, de gaz ou des véhicules électriques dans ce garage ?"
Il y a un incendie dans une zone industrielle près d'ici.,POMPIER,4,4,MANQUE_MATIERE_DANGEREUSE,"Savez-vous si des matières inflammables, des produits chimiques ou du gaz sont stockés dans ce bâtiment ?"
J'ai très mal à la poitrine. La connexion est mauvaise.,MÉDICAL,4,4,MANQUE_SYMPTOMES,Décrivez la douleur : irradie-t-elle vers le bras gauche ou la mâchoire ? Avez-vous du mal à respirer ?
J'ai mal à la jambe et je ne peux plus marcher. Je tremble en appelant.,MÉDICAL,3,3,MANQUE_SYMPTOMES,"Y a-t-il une déformation visible, un gonflement, et la jambe supporte-t-elle votre poids ?"
La base de données de production est corrompue après une mise à jour ratée. Mon téléphone est presque déchargé.,INFRA,4,4,MANQUE_SAUVEGARDE,Avez-vous un backup récent en état de marche ? Un rollback est-il possible sur la version précédente ?
Je ressens une douleur soudaine et forte. Je suis essoufflé.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,À quel endroit précisément ressentez-vous cette douleur ?
Les serveurs ont l'air d'avoir un problème. Je suis essoufflé.,INFRA,3,3,MANQUE_TYPE_PANNE,Quel service est affecté ? Les serveurs sont-ils totalement HS ou répondent-ils de manière dégradée ?
"Mon copain a fait une crise, il tremble, il est à la poitrine.",MÉDICAL,4,4,MANQUE_CONSCIENCE,Est-ce qu'il vous répond quand vous lui parlez ? Ses yeux sont-ils ouverts ?
"Mon ami a reçu un violent coup à la tête. Je chuchote, je suis caché.",MÉDICAL,3,3,MANQUE_SYMPTOMES,A-t-il perdu connaissance ? Vomit-il ? Parle-t-il normalement ou semble-t-il confus ?
"Fuite de gaz importante 8 avenue Pasteur Toulouse. Odeur très forte, immeuble de 5 étages. Résidents en cours d'évacuation. Aucune flamme visible pour l'instant.",POMPIER,3,4,COMPLET,
Des gens se battent à la sortie de la boîte de nuit.,POLICE,3,3,MANQUE_NOMBRE_INDIVIDUS,Combien d'individus sont impliqués en tant qu'agresseurs et combien en tant que victimes ?
"Odeur de gaz très forte dans l'immeuble, résidents évacués, aucune flamme visible.",POMPIER,3,4,MANQUE_LIEU,Quelle est l'adresse de l'immeuble pour couper l'alimentation en gaz ?
J'ai mal à la tête depuis ce matin. Je tremble en appelant.,MÉDICAL,2,2,MANQUE_SYMPTOMES,"Avez-vous des vertiges, des nausées ou des troubles de la vision ?"
J'ai très mal au ventre. Je suis essoufflé.,MÉDICAL,2,3,MANQUE_SYMPTOMES,"Avez-vous de la fièvre, des vomissements ou observez-vous du sang ?"
"Incendie dans l'école primaire, alarme déclenchée.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Les enfants et le personnel ont-ils pu évacuer ? Y a-t-il encore du monde à l'intérieur ?
"J'ai très mal au ventre. Je chuchote, je suis caché.",MÉDICAL,2,3,MANQUE_SYMPTOMES,"Avez-vous de la fièvre, des vomissements ou observez-vous du sang ?"
Mon père est tombé dans le couloir.,MÉDICAL,3,3,MANQUE_CONSCIENCE,Votre père réagit-il quand vous lui touchez l'épaule ou que vous lui parlez ?
"Bagarre au couteau, une personne à terre, saignement, deux agresseurs ont fui.",POLICE,4,4,MANQUE_LIEU,Où êtes-vous exactement ? La police et le SAMU arrivent.
"Un feu s'est déclaré dans notre bâtiment, l'alarme sonne.",POMPIER,3,3,MANQUE_PROPAGATION,Voyez-vous de la fumée dans les couloirs ? Le feu semble-t-il localisé ou s'étendre ?
Ma mère dit qu'elle a une douleur dans le bras gauche et dans la poitrine. La connexion est mauvaise.,MÉDICAL,4,4,MANQUE_SYMPTOMES,"Est-ce que votre mère ressent aussi une oppression, des sueurs ou des nausées ?"
"Mon collègue Julien, 45 ans, cardiaque connu, a une douleur thoracique intense avec irradiation dans le bras gauche. Il est conscient mais pâle. Bureau 204, bâtiment B, 15 boulevard des Capucines, Paris. La connexion est mauvaise.",MÉDICAL,4,4,COMPLET,
Notre base de données affiche une erreur et bloque toutes les transactions.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel est le message d'erreur exact de la base de données ? Y a-t-il un code d'erreur spécifique ?
Le réseau ne marche plus. Il y a beaucoup de bruit de fond.,INFRA,3,3,MANQUE_TYPE_PANNE,Est-ce toute la connectivité réseau ou seulement certains services ? Depuis quand et quelle est l'étendue ?
Ma femme a perdu connaissance dans la cuisine. J'ai du mal à parler.,MÉDICAL,4,4,MANQUE_SYMPTOMES,Respirez-vous près de sa bouche ? Est-ce qu'elle respire ? Son cœur bat-il ?
J'ai besoin d'accéder à une zone sécurisée en urgence. J'ai du mal à parler.,ACCÈS,2,3,MANQUE_IDENTITE_DEMANDEUR,"Quel est votre nom, votre service et votre matricule ? La demande doit être validée par votre responsable."
"Incendie appartement 3ème étage, 15 rue des Magnolias, Lyon 7ème. Flammes visibles depuis la rue. Immeuble évacué sauf famille au 4ème qui crie. Pas de produits dangereux connus. Je tremble en appelant.",POMPIER,4,4,COMPLET,
"VPN HS pour tous les télétravilleurs, erreur 789 authentification, 120 personnes impactées, pas de sauvegarde VPN. Je suis essoufflé.",INFRA,3,3,MANQUE_LIEU,Le concentrateur VPN est-il sur votre infrastructure ou chez un prestataire ? Quel site ?
"J'ai mal à l'épaule, je ne peux plus lever le bras.",MÉDICAL,2,2,MANQUE_SYMPTOMES,Y a-t-il une déformation ou une plaie ouverte ? Pouvez-vous bouger les doigts ?
"Mon père, 67 ans diabétique, est inconscient sur le canapé. Il respire mais ne répond pas. Il prend de la metformine. Nous sommes à son domicile, 5 allée des Marronniers, Lyon. J'ai du mal à parler.",MÉDICAL,4,4,COMPLET,
"Notre ligne fibre principale est coupée, code ERR_CONNECTION_REFUSED.",INFRA,3,3,MANQUE_PERIMETRE_IMPACT,"Quel est le périmètre de la coupure : un seul bâtiment, plusieurs sites, ou toute l'entreprise ?"
Mon conjoint vient de me frapper et a quitté l'appartement. La connexion est mauvaise.,POLICE,3,3,MANQUE_STATUT_VICTIME,Êtes-vous blessé(e) ? Avez-vous besoin d'une ambulance en plus de la police ?
"C'est urgent, j'ai un accident. J'ai du mal à parler.",MÉDICAL,3,3,MANQUE_ZONE_CORPS,Où êtes-vous blessé exactement ?
"Mal de tête violent, soudain, le pire de ma vie, vertiges. 45 ans, pas d'antécédent. Au travail, bureau 304, 42 boulevard Haussmann, Paris 8ème.",MÉDICAL,4,4,COMPLET,
"Agression au couteau rue Beaubourg Paris 4ème. Agresseur homme 25 ans capuche rouge, a fui direction nord. Victime homme 40 ans, blessure bras droit, conscient, saigne beaucoup.",POLICE,4,4,COMPLET,
"Douleur abdominale intense depuis 2h, vomissements, 30 ans, appendicite possible. Je tremble en appelant.",MÉDICAL,3,3,MANQUE_LIEU,Indiquez-moi votre adresse ou dites-moi où vous êtes exactement.
"Je fais une crise d'épilepsie entre deux convulsions, je suis épileptique, 32 ans. J'ai du mal à parler.",MÉDICAL,4,4,MANQUE_LIEU,Donnez-moi votre localisation précise pour envoyer du secours.
J'ai mal à la poitrine avec des douleurs dans le bras gauche.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents cardiaques, du diabète ou de l'hypertension ?"
"Attaque ransomware détectée sur le réseau interne du siège Paris 8ème. Fichiers chiffrés sur le NAS. Environ 30 postes touchés, production partiellement arrêtée. Sauvegarde externe non touchée à ce stade. La connexion est mauvaise.",INFRA,4,4,COMPLET,
"Mon copain a fait une crise et tremble encore, il est par terre.",MÉDICAL,3,4,MANQUE_SYMPTOMES,Est-il conscient ? Répond-il quand vous lui parlez ? Voyez-vous du sang ou une blessure sur lui ?
J'ai mal à la gorge et du mal à avaler. J'ai du mal à parler.,MÉDICAL,2,2,MANQUE_SYMPTOMES,"Avez-vous de la fièvre, un gonflement visible dans le cou ou une difficulté à respirer ?"
Intrusion suspectée datacenter 3ème sous-sol nuit dernière. Trace d'accès inhabituel 2h45 badge P. Lambert en vacances. Aucune dégradation visible. Siège social 15 avenue de l'Opéra Paris.,ACCÈS,3,3,COMPLET,
"Je saigne abondamment du bras, coupure profonde par un couteau. 28 ans, pas de traitement. Je suis dans mon appartement au 3 rue des Lilas, Paris 11ème.",MÉDICAL,3,3,COMPLET,
"J'ai 42 ans, douleur thoracique irradiante bras gauche, sueurs froides depuis 30 min. Pas d'antécédent. Suis au bureau 201 tour Montparnasse Paris. La connexion est mauvaise.",MÉDICAL,4,4,COMPLET,
Je saigne et j'ai très mal.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,Sur quelle partie du corps saignez-vous ?
"Mon copain a fait une crise, il tremble, il est à la poitrine.",MÉDICAL,4,4,MANQUE_CONSCIENCE,Est-ce qu'il vous répond quand vous lui parlez ? Ses yeux sont-ils ouverts ?
"Je saigne abondamment du bras, coupure profonde par un couteau. 28 ans, pas de traitement. Je suis dans mon appartement au 3 rue des Lilas, Paris 11ème. J'ai du mal à parler.",MÉDICAL,3,3,COMPLET,
"Mon fils 3 ans a avalé des produits ménagers, il vomit, pas d'allergie connue. Je chuchote, je suis caché.",MÉDICAL,4,4,MANQUE_LIEU,"Donnez-moi votre adresse immédiatement, le SAMU arrive."
La dame tombée dans la rue s'est blessée à la jambe. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Peut-elle bouger la jambe ? Voyez-vous une déformation ou un saignement important ?
"Un prestataire externe demande accès à notre salle serveurs. Je chuchote, je suis caché.",ACCÈS,3,3,MANQUE_HABILITATION,Dispose-t-il d'un bon d'intervention signé par un responsable interne ? Quelle entreprise représente-t-il ?
Les serveurs ont l'air d'avoir un problème. Je tremble en appelant.,INFRA,3,3,MANQUE_TYPE_PANNE,Quel service est affecté ? Les serveurs sont-ils totalement HS ou répondent-ils de manière dégradée ?
"Mon copain fait une crise d'épilepsie, il est épileptique, 28 ans, inconscient.",MÉDICAL,4,4,MANQUE_LIEU,Les secours arrivent. Donnez-moi l'adresse exacte où vous vous trouvez.
Mon père est tombé dans le couloir. Je suis essoufflé.,MÉDICAL,3,3,MANQUE_CONSCIENCE,Votre père réagit-il quand vous lui touchez l'épaule ou que vous lui parlez ?
"VPN HS pour tous les télétravilleurs, erreur 789 authentification, 120 personnes impactées, pas de sauvegarde VPN. La connexion est mauvaise.",INFRA,3,3,MANQUE_LIEU,Le concentrateur VPN est-il sur votre infrastructure ou chez un prestataire ? Quel site ?
J'ai mal à la poitrine avec des douleurs dans le bras gauche. Mon téléphone est presque déchargé.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents cardiaques, du diabète ou de l'hypertension ?"
Ma fille est allongée par terre dans sa chambre et ne se lève pas. La connexion est mauvaise.,MÉDICAL,4,4,MANQUE_CONSCIENCE,Est-ce qu'elle vous répond ? Peut-elle ouvrir les yeux ? Respirez-vous normalement ?
"VPN HS pour tous les télétravilleurs, erreur 789 authentification, 120 personnes impactées, pas de sauvegarde VPN.",INFRA,3,3,MANQUE_LIEU,Le concentrateur VPN est-il sur votre infrastructure ou chez un prestataire ? Quel site ?
"Mon fils a avalé un produit, il vomit, produit de nettoyage. Il y a beaucoup de bruit de fond.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre fils ? A-t-il des allergies connues ou d'autres problèmes de santé ?
J'ai avalé des médicaments par erreur.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel médicament et quelle quantité estimez-vous avoir avalé ? Quel est votre âge ?
"J'ai 42 ans, douleur thoracique irradiante bras gauche, sueurs froides depuis 30 min. Pas d'antécédent. Suis au bureau 201 tour Montparnasse Paris.",MÉDICAL,4,4,COMPLET,
Badge prestataire Schneider Electric M. Dupont rejeté salle haute tension. Bon d'intervention signé DG validé. Date de prestation aujourd'hui 14h. Badgeuse porte B2. Je tremble en appelant.,ACCÈS,2,2,COMPLET,
Un appartement brûle au 4ème étage dans ma rue. Mon téléphone est presque déchargé.,POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Voyez-vous quelqu'un à une fenêtre ou sur un balcon ? Des personnes ont-elles pu sortir ?
Un ancien employé essaie d'entrer avec son badge. La connexion est mauvaise.,ACCÈS,3,3,MANQUE_HABILITATION,Le badge est-il toujours actif dans le système ? Depuis quand cet employé a-t-il quitté la société ?
Des gens se battent à la sortie de la boîte de nuit. Je tremble en appelant.,POLICE,3,3,MANQUE_NOMBRE_INDIVIDUS,Combien d'individus sont impliqués en tant qu'agresseurs et combien en tant que victimes ?
"Je me suis coupé au pouce en cuisinant, coupure profonde 3 cm, saignement important malgré compression. 35 ans, pas de traitement anticoagulant. Chez moi, 7 rue des Capucines, Rennes. La connexion est mauvaise.",MÉDICAL,2,3,COMPLET,
"J'ai très mal, c'est insupportable.",MÉDICAL,2,3,MANQUE_ZONE_CORPS,À quel endroit du corps ressentez-vous la douleur ou avez-vous été blessé ?
J'ai vu quelqu'un forcer la vitrine du bijoutier. La connexion est mauvaise.,POLICE,3,3,MANQUE_DESCRIPTION_SUSPECT,Les suspects sont-ils encore sur place ou ont-ils fui ? Pouvez-vous les décrire ?
Il y a un conflit entre deux groupes devant le bar. La connexion est mauvaise.,POLICE,3,3,MANQUE_ARME,Des armes sont-elles visibles ? Combien de personnes sont impliquées environ ?
"Incendie de forêt commune de Salernes, Var, lieu-dit Le Castellas. Avance vers les maisons. Vent fort sud-ouest. Les riverains s'évacuent d'eux-mêmes.",POMPIER,4,4,COMPLET,
Mon mari s'est blessé en faisant du jardinage. Je suis essoufflé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Où votre mari est-il blessé exactement ?
Mon collègue a l'air très mal en point. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Qu'observez-vous exactement chez votre collègue ? Où semble-t-il souffrir ?
"Il y a un incendie dans notre école, les enfants ont peur. Je tremble en appelant.",POMPIER,4,4,MANQUE_EVACUATION,L'école est-elle en train d'être évacuée ? Connaissez-vous le nombre d'élèves présents ?
Accident de voiture sur l'A7 km 245 direction Marseille. Deux véhicules dont un en feu. Conducteur piégé dans le premier véhicule. Pas de produits dangereux. Trois blessés debout. La connexion est mauvaise.,POMPIER,4,4,COMPLET,
Il y a un feu dans un garage avec des voitures. Il y a beaucoup de bruit de fond.,POMPIER,3,3,MANQUE_MATIERE_DANGEREUSE,"Y a-t-il des réservoirs de carburant, de gaz ou des véhicules électriques dans ce garage ?"
"J'ai chuté dans l'escalier, cheville déformée, douleur 8/10. 35 ans, pas d'antécédent. Je suis au domicile, 8 avenue Foch, Bordeaux. Je suis essoufflé.",MÉDICAL,2,2,COMPLET,
Mon équipement ne fonctionne plus du tout depuis ce matin. Mon téléphone est presque déchargé.,INFRA,2,2,MANQUE_TYPE_PANNE,"Quel équipement est en panne ? Quel est le comportement exact : arrêt total, bruit anormal, message d'erreur ?"
"Mon copain a fait une crise et tremble encore, il est par terre. Je tremble en appelant.",MÉDICAL,3,4,MANQUE_SYMPTOMES,Est-il conscient ? Répond-il quand vous lui parlez ? Voyez-vous du sang ou une blessure sur lui ?
"Fuite de gaz dans notre immeuble, ça sent très fort. J'ai du mal à parler.",POMPIER,3,4,MANQUE_EVACUATION,Les résidents ont-ils été avertis ? Évacuez immédiatement l'immeuble en laissant les portes ouvertes.
"Notre serveur principal hébergeant les fichiers client est complètement HS, erreur matérielle. J'ai du mal à parler.",INFRA,4,4,MANQUE_SAUVEGARDE,Avez-vous une sauvegarde récente ? Quelle est la dernière date de backup vérifiée fonctionnelle ?
J'ai reçu un coup à la tête.,MÉDICAL,3,3,MANQUE_SYMPTOMES,"Avez-vous perdu connaissance, même brièvement ? Avez-vous des vertiges ou des vomissements ?"
"La voisine inconsciente respire mais ne réagit pas, elle a une douleur à la tête. Je suis essoufflé.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Connaissez-vous l'âge de votre voisine ? A-t-elle des maladies connues (diabète, cardiaque) ?"
"Fuite de gaz importante 8 avenue Pasteur Toulouse. Odeur très forte, immeuble de 5 étages. Résidents en cours d'évacuation. Aucune flamme visible pour l'instant. La connexion est mauvaise.",POMPIER,3,4,COMPLET,
La base de données de production est corrompue après une mise à jour ratée. La connexion est mauvaise.,INFRA,4,4,MANQUE_SAUVEGARDE,Avez-vous un backup récent en état de marche ? Un rollback est-il possible sur la version précédente ?
"Un feu s'est déclaré dans un entrepôt, je ne sais pas ce qu'il y a dedans. Mon téléphone est presque déchargé.",POMPIER,4,4,MANQUE_MATIERE_DANGEREUSE,"Y a-t-il des panneaux de danger (tête de mort, flamme, explosion) sur le bâtiment ?"
"VPN Cisco AnyConnect erreur 429 Too Many Connections depuis 7h. 200 télétravailleurs bloqués. Toute la direction commerciale et marketing impactée. Concentrateur VPN hébergé OVH, région Paris. Dernier audit fonctionnel hier.",INFRA,3,3,COMPLET,
Mon ami a reçu un violent coup à la tête. Mon téléphone est presque déchargé.,MÉDICAL,3,3,MANQUE_SYMPTOMES,A-t-il perdu connaissance ? Vomit-il ? Parle-t-il normalement ou semble-t-il confus ?
"Mon collègue douleur poitrine, transpire, bras gauche engourdi. Il y a beaucoup de bruit de fond.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre collègue ? A-t-il des antécédents cardiaques ou prend-il des médicaments ?
Il y a un feu de forêt qui approche du village. J'ai du mal à parler.,POMPIER,4,4,MANQUE_PROPAGATION,Dans quelle direction le feu progresse-t-il ? Quel est l'écart entre le feu et les premières maisons ?
"J'ai avalé des médicaments, environ 15 comprimés, 45 ans. J'ai du mal à parler.",MÉDICAL,4,4,MANQUE_LIEU,À quelle adresse se trouve la victime ? Les secours doivent arriver vite.
"Vol à l'arraché place du Capitole Toulouse. Femme 60 ans attaquée par individu à vélo, sac volé. Individu direction rue Lafayette, vélo noir, homme brun 20 ans, blouson orange.",POLICE,2,2,COMPLET,
"J'ai avalé des médicaments, environ 15 comprimés, 45 ans.",MÉDICAL,4,4,MANQUE_LIEU,À quelle adresse se trouve la victime ? Les secours doivent arriver vite.
La base de données de production est corrompue après une mise à jour ratée.,INFRA,4,4,MANQUE_SAUVEGARDE,Avez-vous un backup récent en état de marche ? Un rollback est-il possible sur la version précédente ?
"J'ai fait une chute, la cheville est déformée, 40 ans, pas d'allergie.",MÉDICAL,2,2,MANQUE_LIEU,À quelle adresse ou dans quel lieu vous trouvez-vous ?
J'ai mal à la tête depuis ce matin. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_SYMPTOMES,"Avez-vous des vertiges, des nausées ou des troubles de la vision ?"
J'ai mal à la poitrine avec des douleurs dans le bras gauche. Il y a beaucoup de bruit de fond.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents cardiaques, du diabète ou de l'hypertension ?"
Un groupe d'individus s'en prend à une personne seule.,POLICE,4,4,MANQUE_NOMBRE_INDIVIDUS,Combien sont-ils dans le groupe ? La victime est-elle à terre ou se défend-elle encore ?
Il y a un conflit entre deux groupes devant le bar.,POLICE,3,3,MANQUE_ARME,Des armes sont-elles visibles ? Combien de personnes sont impliquées environ ?
"Incendie de forêt commune de Salernes, Var, lieu-dit Le Castellas. Avance vers les maisons. Vent fort sud-ouest. Les riverains s'évacuent d'eux-mêmes. Je chuchote, je suis caché.",POMPIER,4,4,COMPLET,
Un hangar brûle à côté de chez moi.,POMPIER,3,3,MANQUE_PERSONNES_PIEGES,Y avait-il des personnes dans ce bâtiment ? Voyez-vous des sorties de secours ou des blessés ?
"Notre serveur principal hébergeant les fichiers client est complètement HS, erreur matérielle. Il y a beaucoup de bruit de fond.",INFRA,4,4,MANQUE_SAUVEGARDE,Avez-vous une sauvegarde récente ? Quelle est la dernière date de backup vérifiée fonctionnelle ?
Je ressens des douleurs dans la poitrine depuis une heure. La connexion est mauvaise.,MÉDICAL,4,4,MANQUE_SYMPTOMES,La douleur est-elle continue ou en crises ? Avez-vous des sueurs ou une nausée associée ?
"Incendie 3ème étage immeuble résidentiel, 6 étages, personnes bloquées signalées au 5ème, pas de matière dangereuse.",POMPIER,4,4,MANQUE_LIEU,Les pompiers partent maintenant. Quelle est l'adresse exacte de l'immeuble ?
"Mon voisin a chuté de son escabeau, il crie de douleur. J'ai du mal à parler.",MÉDICAL,3,3,MANQUE_SYMPTOMES,Voyez-vous une déformation d'un membre ? A-t-il reçu le choc à la tête ? Peut-il bouger ?
Accident de voiture sur l'A7 km 245 direction Marseille. Deux véhicules dont un en feu. Conducteur piégé dans le premier véhicule. Pas de produits dangereux. Trois blessés debout. Il y a beaucoup de bruit de fond.,POMPIER,4,4,COMPLET,
"Mon copain a fait une crise, il convulse, une douleur à la poitrine. Je suis essoufflé.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre copain ? Est-il épileptique ou a-t-il des antécédents cardiaques ?
"Il y a un problème avec notre machine de production. Je chuchote, je suis caché.",INFRA,3,3,MANQUE_TYPE_PANNE,Quel type de machine ? L'arrêt est-il total ou partiel ? Y a-t-il un message d'erreur ou une alarme ?
"Mon copain a fait une crise, il convulse, une douleur à la poitrine.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre copain ? Est-il épileptique ou a-t-il des antécédents cardiaques ?
"Braquage en cours Banque Crédit Mutuel 22 boulevard Gambetta Rennes. Deux hommes cagoulés, armes à feu. Otages à l'intérieur, environ 8 personnes. J'appelle depuis la rue.",POLICE,4,4,COMPLET,
Ma voisine a l'air de faire un malaise sur le palier. Mon téléphone est presque déchargé.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,"Qu'est-ce que vous observez chez elle : est-elle consciente, tient-elle debout ?"
La dame tombée dans la rue s'est blessée à la jambe. J'ai du mal à parler.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Peut-elle bouger la jambe ? Voyez-vous une déformation ou un saignement important ?
"J'ai très mal, c'est insupportable. La connexion est mauvaise.",MÉDICAL,2,3,MANQUE_ZONE_CORPS,À quel endroit du corps ressentez-vous la douleur ou avez-vous été blessé ?
Quelqu'un a l'air de ne pas se sentir bien dans le métro. Je tremble en appelant.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Qu'est-ce que vous observez sur cette personne ? Parle-t-elle ? Tient-elle debout ?
"Collaborateur J. Martin badge rejeté depuis ce matin. Badge physique OK visuellement. Erreur rouge sur le lecteur du 3ème étage sécurisé. Employé présent depuis 3 ans, poste de développeur sénior. Je tremble en appelant.",INFRA,2,2,COMPLET,
Un homme est allongé sur le trottoir depuis 5 minutes.,MÉDICAL,3,3,MANQUE_CONSCIENCE,Cet homme vous répond-il ? Voyez-vous sa poitrine se soulever ?
"Serveur de base de données SQL Server HS depuis 8h. Erreur EVENT ID 17 dans les logs. 80 utilisateurs bloqués, toute la production arrêtée. Dernière sauvegarde hier 22h. Datacenter de Massy, salle B. Il y a beaucoup de bruit de fond.",INFRA,4,4,COMPLET,
"Fuite de gaz dans notre immeuble, ça sent très fort.",POMPIER,3,4,MANQUE_EVACUATION,Les résidents ont-ils été avertis ? Évacuez immédiatement l'immeuble en laissant les portes ouvertes.
"Fuite de gaz dans notre immeuble, ça sent très fort. Je suis essoufflé.",POMPIER,3,4,MANQUE_EVACUATION,Les résidents ont-ils été avertis ? Évacuez immédiatement l'immeuble en laissant les portes ouvertes.
"Je me suis coupé au pouce en cuisinant, coupure profonde 3 cm, saignement important malgré compression. 35 ans, pas de traitement anticoagulant. Chez moi, 7 rue des Capucines, Rennes. La connexion est mauvaise.",MÉDICAL,2,3,COMPLET,
Un prestataire externe demande accès à notre salle serveurs. Je tremble en appelant.,ACCÈS,3,3,MANQUE_HABILITATION,Dispose-t-il d'un bon d'intervention signé par un responsable interne ? Quelle entreprise représente-t-il ?
